TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       11875.00000        9.38219
TAB:  US_Connecticut_New_Haven Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .915906 cc2=  .507658 lx= 11.38219 if=  52 il=  57 3/19/2020  n=   5 now=   11875 end=      87745        23         0 U=    25.99 T=  111.8 p1= 638.9 p2=    13.5 ed=   173 7/13/2020   x1=  52. x2=  57. y1=  2.30 y2=  2.11     
GP: Confirmed US_Connecticut_New_Haven 3/19/2020        57   11875    -          23        0     0   173 7/13/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .944921 cc2=  .566957 lx= 11.38219 if=  52 il=  58 3/20/2020  n=   6 now=   11875 end=      87745        23         0 U=    31.19 T=  123.8 p1= 638.9 p2=    13.5 ed=   197 8/6/2020    x1=  52. x2=  58. y1=  2.30 y2=  2.11     
GP: Confirmed US_Connecticut_New_Haven 3/20/2020        58   11875    -          23        0     0   197 8/6/2020  
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .964870 cc2=  .556621 lx= 11.38219 if=  53 il=  58 3/20/2020  n=   5 now=   11875 end=      87745        23         0 U=    25.99 T=  112.8 p1= 638.9 p2=    13.5 ed=   174 7/14/2020   x1=  53. x2=  58. y1=  2.30 y2=  2.11     
GP: Confirmed US_Connecticut_New_Haven 3/20/2020        58   11875    -          23        0     0   174 7/14/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .948454 cc2=  .594900 lx= 11.38219 if=  52 il=  59 3/21/2020  n=   7 now=   11875 end=      87745        23       219 U=    36.39 T=  135.8 p1= 638.9 p2=    13.5 ed=   221 8/30/2020   x1=  52. x2=  59. y1=  2.30 y2=  2.11     
GP: Confirmed US_Connecticut_New_Haven 3/21/2020        59   11875    -          23      219     1   221 8/30/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .952539 cc2=  .574574 lx= 11.38219 if=  53 il=  59 3/21/2020  n=   6 now=   11875 end=      87745        23       219 U=    31.19 T=  124.8 p1= 638.9 p2=    13.5 ed=   198 8/7/2020    x1=  53. x2=  59. y1=  2.30 y2=  2.11     
GP: Confirmed US_Connecticut_New_Haven 3/21/2020        59   11875    -          23      219     1   198 8/7/2020  
AAA1     1 US_Connecticut_New_Haven Confirmed cc1=  .937055 cc2=  .528807 lx=  5.38219 if=  54 il=  59 3/21/2020  n=   5 now=   11875 end=        217        23       219 U=     8.68 T=   66.0 p1= -98.2 p2=  5472.4 ed=    86 4/17/2020   x1=  54. x2=  59. y1=  1.39 y2=   .81 BEST
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .937064 cc2=  .528807 lx=  5.28219 if=  54 il=  59 3/21/2020  n=   5 now=   11875 end=        217        23       219 U=     8.68 T=   66.0 p1= -98.2 p2=  5472.4 ed=    86 4/17/2020   x1=  54. x2=  59. y1=  1.39 y2=   .81 BEST
GP: Confirmed US_Connecticut_New_Haven 3/21/2020        59   11875      217      23      219     1    86 4/17/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .956283 cc2=  .622950 lx=  5.38219 if=  52 il=  60 3/22/2020  n=   8 now=   11875 end=        217        29         0 U=    11.68 T=   68.2 p1= -98.2 p2=  5472.4 ed=    95 4/26/2020   x1=  52. x2=  60. y1=  1.39 y2=   .70     
GP: Confirmed US_Connecticut_New_Haven 3/22/2020        60   11875      217      29        0     0    95 4/26/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .957334 cc2=  .603781 lx=  5.38219 if=  53 il=  60 3/22/2020  n=   7 now=   11875 end=        217        29         0 U=    10.22 T=   67.2 p1= -98.2 p2=  5472.4 ed=    91 4/22/2020   x1=  53. x2=  60. y1=  1.39 y2=   .70     
GP: Confirmed US_Connecticut_New_Haven 3/22/2020        60   11875      217      29        0     0    91 4/22/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .942319 cc2=  .564355 lx=  5.38219 if=  54 il=  60 3/22/2020  n=   6 now=   11875 end=        217        29         0 U=     8.76 T=   66.1 p1= -98.2 p2=  5472.4 ed=    86 4/17/2020   x1=  54. x2=  60. y1=  1.39 y2=   .70     
GP: Confirmed US_Connecticut_New_Haven 3/22/2020        60   11875      217      29        0     0    86 4/17/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .910065 cc2=  .501817 lx=  5.38219 if=  55 il=  60 3/22/2020  n=   5 now=   11875 end=        217        29         0 U=    10.12 T=   67.1 p1= -98.2 p2=  5472.4 ed=    90 4/21/2020   x1=  55. x2=  60. y1=  1.19 y2=   .70     
GP: Confirmed US_Connecticut_New_Haven 3/22/2020        60   11875      217      29        0     0    90 4/21/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .968397 cc2=  .652169 lx=  5.53219 if=  52 il=  61 3/23/2020  n=   9 now=   11875 end=        252        41       217 U=    10.92 T=   67.5 p1= -97.9 p2=  4712.3 ed=    93 4/24/2020   x1=  52. x2=  61. y1=  1.42 y2=   .60     
GP: Confirmed US_Connecticut_New_Haven 3/23/2020        61   11875      252      41      217     4    93 4/24/2020 
AAA1     1 US_Connecticut_New_Haven Confirmed cc1=  .970194 cc2=  .636861 lx=  5.38219 if=  53 il=  61 3/23/2020  n=   8 now=   11875 end=        217        41       217 U=     9.16 T=   65.7 p1= -98.2 p2=  5472.4 ed=    87 4/18/2020   x1=  53. x2=  61. y1=  1.39 y2=   .51 BEST
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .970368 cc2=  .636861 lx=  5.28219 if=  53 il=  61 3/23/2020  n=   8 now=   11875 end=        217        41       217 U=     9.16 T=   65.7 p1= -98.2 p2=  5472.4 ed=    87 4/18/2020   x1=  53. x2=  61. y1=  1.39 y2=   .51 BEST
GP: Confirmed US_Connecticut_New_Haven 3/23/2020        61   11875      217      41      217     4    87 4/18/2020 
AAA1     1 US_Connecticut_New_Haven Confirmed cc1=  .961160 cc2=  .607607 lx=  5.38219 if=  54 il=  61 3/23/2020  n=   7 now=   11875 end=        217        41       217 U=     8.02 T=   65.1 p1= -98.2 p2=  5472.4 ed=    84 4/15/2020   x1=  54. x2=  61. y1=  1.39 y2=   .51 BEST
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .961593 cc2=  .607607 lx=  5.28219 if=  54 il=  61 3/23/2020  n=   7 now=   11875 end=        217        41       217 U=     8.02 T=   65.1 p1= -98.2 p2=  5472.4 ed=    84 4/15/2020   x1=  54. x2=  61. y1=  1.39 y2=   .51 BEST
GP: Confirmed US_Connecticut_New_Haven 3/23/2020        61   11875      217      41      217     4    84 4/15/2020 
AAA1     1 US_Connecticut_New_Haven Confirmed cc1=  .944605 cc2=  .566640 lx=  5.38219 if=  55 il=  61 3/23/2020  n=   6 now=   11875 end=        217        41       217 U=     8.79 T=   65.5 p1= -98.2 p2=  5472.4 ed=    86 4/17/2020   x1=  55. x2=  61. y1=  1.19 y2=   .51 BEST
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .944915 cc2=  .566640 lx=  5.28219 if=  55 il=  61 3/23/2020  n=   6 now=   11875 end=        217        41       217 U=     8.79 T=   65.5 p1= -98.2 p2=  5472.4 ed=    86 4/17/2020   x1=  55. x2=  61. y1=  1.19 y2=   .51 BEST
GP: Confirmed US_Connecticut_New_Haven 3/23/2020        61   11875      217      41      217     4    86 4/17/2020 
AAA1     1 US_Connecticut_New_Haven Confirmed cc1=  .909847 cc2=  .501598 lx=  5.38219 if=  56 il=  61 3/23/2020  n=   5 now=   11875 end=        217        41       217 U=     8.16 T=   65.2 p1= -98.2 p2=  5472.4 ed=    84 4/15/2020   x1=  56. x2=  61. y1=  1.12 y2=   .51 BEST
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .910410 cc2=  .501598 lx=  5.28219 if=  56 il=  61 3/23/2020  n=   5 now=   11875 end=        217        41       217 U=     8.16 T=   65.2 p1= -98.2 p2=  5472.4 ed=    84 4/15/2020   x1=  56. x2=  61. y1=  1.12 y2=   .51 BEST
GP: Confirmed US_Connecticut_New_Haven 3/23/2020        61   11875      217      41      217     4    84 4/15/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .967618 cc2=  .666107 lx= 11.38219 if=  52 il=  62 3/24/2020  n=  10 now=   11875 end=      87745        89         0 U=    26.91 T=  114.0 p1= 638.9 p2=    13.5 ed=   177 7/17/2020   x1=  52. x2=  62. y1=  2.30 y2=  1.93     
GP: Confirmed US_Connecticut_New_Haven 3/24/2020        62   11875    -          89        0     0   177 7/17/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .967831 cc2=  .651603 lx= 11.38219 if=  53 il=  62 3/24/2020  n=   9 now=   11875 end=      87745        89         0 U=    24.22 T=  108.8 p1= 638.9 p2=    13.5 ed=   165 7/5/2020    x1=  53. x2=  62. y1=  2.30 y2=  1.93     
GP: Confirmed US_Connecticut_New_Haven 3/24/2020        62   11875    -          89        0     0   165 7/5/2020  
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .958955 cc2=  .625622 lx= 11.38219 if=  54 il=  62 3/24/2020  n=   8 now=   11875 end=      87745        89         0 U=    21.53 T=  103.6 p1= 638.9 p2=    13.5 ed=   154 6/24/2020   x1=  54. x2=  62. y1=  2.30 y2=  1.93     
GP: Confirmed US_Connecticut_New_Haven 3/24/2020        62   11875    -          89        0     0   154 6/24/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .942148 cc2=  .588595 lx= 11.38219 if=  55 il=  62 3/24/2020  n=   7 now=   11875 end=      87745        89         0 U=    23.35 T=  107.1 p1= 638.9 p2=    13.5 ed=   162 7/2/2020    x1=  55. x2=  62. y1=  2.23 y2=  1.93     
GP: Confirmed US_Connecticut_New_Haven 3/24/2020        62   11875    -          89        0     0   162 7/2/2020  
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .915503 cc2=  .537539 lx= 11.38219 if=  56 il=  62 3/24/2020  n=   6 now=   11875 end=      87745        89         0 U=    21.78 T=  104.1 p1= 638.9 p2=    13.5 ed=   155 6/25/2020   x1=  56. x2=  62. y1=  2.21 y2=  1.93     
GP: Confirmed US_Connecticut_New_Haven 3/24/2020        62   11875    -          89        0     0   155 6/25/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .971244 cc2=  .682569 lx= 11.38219 if=  52 il=  63 3/25/2020  n=  11 now=   11875 end=      87745       127         0 U=    25.91 T=  111.6 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  52. x2=  63. y1=  2.30 y2=  1.88     
GP: Confirmed US_Connecticut_New_Haven 3/25/2020        63   11875    -         127        0     0   172 7/12/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .972849 cc2=  .671337 lx= 11.38219 if=  53 il=  63 3/25/2020  n=  10 now=   11875 end=      87745       127         0 U=    23.55 T=  107.2 p1= 638.9 p2=    13.5 ed=   162 7/2/2020    x1=  53. x2=  63. y1=  2.30 y2=  1.88     
GP: Confirmed US_Connecticut_New_Haven 3/25/2020        63   11875    -         127        0     0   162 7/2/2020  
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .967572 cc2=  .651344 lx= 11.38219 if=  54 il=  63 3/25/2020  n=   9 now=   11875 end=      87745       127         0 U=    21.20 T=  102.8 p1= 638.9 p2=    13.5 ed=   152 6/22/2020   x1=  54. x2=  63. y1=  2.30 y2=  1.88     
GP: Confirmed US_Connecticut_New_Haven 3/25/2020        63   11875    -         127        0     0   152 6/22/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .955199 cc2=  .621866 lx= 11.38219 if=  55 il=  63 3/25/2020  n=   8 now=   11875 end=      87745       127         0 U=    22.68 T=  105.6 p1= 638.9 p2=    13.5 ed=   159 6/29/2020   x1=  55. x2=  63. y1=  2.23 y2=  1.88     
GP: Confirmed US_Connecticut_New_Haven 3/25/2020        63   11875    -         127        0     0   159 6/29/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .940434 cc2=  .586880 lx= 11.38219 if=  56 il=  63 3/25/2020  n=   7 now=   11875 end=      87745       127         0 U=    21.32 T=  103.0 p1= 638.9 p2=    13.5 ed=   153 6/23/2020   x1=  56. x2=  63. y1=  2.21 y2=  1.88     
GP: Confirmed US_Connecticut_New_Haven 3/25/2020        63   11875    -         127        0     0   153 6/23/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .912121 cc2=  .534157 lx= 11.38219 if=  57 il=  63 3/25/2020  n=   6 now=   11875 end=      87745       127         0 U=    25.84 T=  111.5 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  57. x2=  63. y1=  2.11 y2=  1.88     
GP: Confirmed US_Connecticut_New_Haven 3/25/2020        63   11875    -         127        0     0   172 7/12/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .947471 cc2=  .539222 lx= 11.38219 if=  58 il=  63 3/25/2020  n=   5 now=   11875 end=      87745       127         0 U=    21.53 T=  103.4 p1= 638.9 p2=    13.5 ed=   154 6/24/2020   x1=  58. x2=  63. y1=  2.11 y2=  1.88     
GP: Confirmed US_Connecticut_New_Haven 3/25/2020        63   11875    -         127        0     0   154 6/24/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .976746 cc2=  .699396 lx= 11.38219 if=  52 il=  64 3/26/2020  n=  12 now=   11875 end=      87745       156         0 U=    26.29 T=  112.5 p1= 638.9 p2=    13.5 ed=   174 7/14/2020   x1=  52. x2=  64. y1=  2.30 y2=  1.85     
GP: Confirmed US_Connecticut_New_Haven 3/26/2020        64   11875    -         156        0     0   174 7/14/2020 
AAA2     1 US_Connecticut_New_Haven Confirmed cc1=  .978823 cc2=  .690148 lx= 11.38219 if=  53 il=  64 3/26/2020  n=  11 now=   11875 end=      87745       156         0 U=    24.10 T=  108.5 p1= 638.9 p2=    13.5 ed=   165 7/5/2020    x1=  53. x2=  64. y1=  2.30 y2=  1.85     
GP: Confirmed US_Connecticut_New_Haven 3/26/2020        64   11875    -         156        0     0   165 7/5/2020  
