TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        6595.00000        8.79407
TAB:  US_New_York_Erie Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 US_New_York_Erie Confirmed cc1=  .998697 cc2=  .836476 lx=  8.04407 if=  53 il=  90 4/21/2020  n=  37 now=    6595 end=       3115      2284      3022 U=    11.90 T=   76.1 p1= -52.8 p2=   211.7 ed=   104 5/5/2020    x1=  53. x2=  90. y1=  1.94 y2= -1.17     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     3115    2284     3022    14   104 5/5/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .998594 cc2=  .834195 lx=  8.04407 if=  54 il=  90 4/21/2020  n=  36 now=    6595 end=       3115      2284      3022 U=    12.09 T=   75.9 p1= -52.8 p2=   211.7 ed=   104 5/5/2020    x1=  54. x2=  90. y1=  1.81 y2= -1.17     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     3115    2284     3022    14   104 5/5/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .998489 cc2=  .831822 lx=  8.04407 if=  55 il=  90 4/21/2020  n=  35 now=    6595 end=       3115      2284      3022 U=    12.07 T=   75.9 p1= -52.8 p2=   211.7 ed=   104 5/5/2020    x1=  55. x2=  90. y1=  1.73 y2= -1.17     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     3115    2284     3022    14   104 5/5/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .998367 cc2=  .829336 lx=  8.04407 if=  56 il=  90 4/21/2020  n=  34 now=    6595 end=       3115      2284      3022 U=    12.19 T=   75.7 p1= -52.8 p2=   211.7 ed=   104 5/5/2020    x1=  56. x2=  90. y1=  1.62 y2= -1.17     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     3115    2284     3022    14   104 5/5/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .998298 cc2=  .826799 lx=  8.03407 if=  57 il=  90 4/21/2020  n=  33 now=    6595 end=       3084      2284      3022 U=    12.00 T=   75.6 p1= -53.2 p2=   213.8 ed=   103 5/4/2020    x1=  57. x2=  90. y1=  1.55 y2= -1.20 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .998298 cc2=  .826799 lx=  8.03207 if=  57 il=  90 4/21/2020  n=  33 now=    6595 end=       3084      2284      3022 U=    12.00 T=   75.6 p1= -53.2 p2=   213.8 ed=   103 5/4/2020    x1=  57. x2=  90. y1=  1.55 y2= -1.20 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     3084    2284     3022    14   103 5/4/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .998209 cc2=  .824131 lx=  8.02407 if=  58 il=  90 4/21/2020  n=  32 now=    6595 end=       3053      2284      3022 U=    12.01 T=   75.2 p1= -53.7 p2=   216.0 ed=   103 5/4/2020    x1=  58. x2=  90. y1=  1.43 y2= -1.24 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .998209 cc2=  .824131 lx=  8.02407 if=  58 il=  90 4/21/2020  n=  32 now=    6595 end=       3053      2284      3022 U=    12.01 T=   75.2 p1= -53.7 p2=   216.0 ed=   103 5/4/2020    x1=  58. x2=  90. y1=  1.43 y2= -1.24 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     3053    2284     3022    14   103 5/4/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .998282 cc2=  .821505 lx=  8.01407 if=  59 il=  90 4/21/2020  n=  31 now=    6595 end=       3023      2284      3022 U=    11.55 T=   75.3 p1= -54.2 p2=   218.2 ed=   102 5/3/2020    x1=  59. x2=  90. y1=  1.41 y2= -1.27 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .998283 cc2=  .821505 lx=  8.01107 if=  59 il=  90 4/21/2020  n=  31 now=    6595 end=       3023      2284      3022 U=    11.55 T=   75.3 p1= -54.2 p2=   218.2 ed=   102 5/3/2020    x1=  59. x2=  90. y1=  1.41 y2= -1.27 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     3023    2284     3022    14   102 5/3/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .998156 cc2=  .818551 lx=  8.00407 if=  60 il=  90 4/21/2020  n=  30 now=    6595 end=       2993      2284      3022 U=    11.16 T=   75.4 p1= -54.6 p2=   220.3 ed=   101 5/2/2020    x1=  60. x2=  90. y1=  1.38 y2= -1.31 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .998157 cc2=  .818551 lx=  8.00507 if=  60 il=  90 4/21/2020  n=  30 now=    6595 end=       2993      2284      3022 U=    11.16 T=   75.4 p1= -54.6 p2=   220.3 ed=   101 5/2/2020    x1=  60. x2=  90. y1=  1.38 y2= -1.31 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     2993    2284     3022    14   101 5/2/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .997971 cc2=  .815397 lx=  8.00407 if=  61 il=  90 4/21/2020  n=  29 now=    6595 end=       2993      2284      3022 U=    11.28 T=   75.3 p1= -54.6 p2=   220.3 ed=   101 5/2/2020    x1=  61. x2=  90. y1=  1.26 y2= -1.31 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .997973 cc2=  .815397 lx=  8.00807 if=  61 il=  90 4/21/2020  n=  29 now=    6595 end=       2993      2284      3022 U=    11.28 T=   75.3 p1= -54.6 p2=   220.3 ed=   101 5/2/2020    x1=  61. x2=  90. y1=  1.26 y2= -1.31 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     2993    2284     3022    14   101 5/2/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .997760 cc2=  .812064 lx=  8.00407 if=  62 il=  90 4/21/2020  n=  28 now=    6595 end=       2993      2284      3022 U=    11.24 T=   75.3 p1= -54.6 p2=   220.3 ed=   101 5/2/2020    x1=  62. x2=  90. y1=  1.18 y2= -1.31 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .997760 cc2=  .812064 lx=  8.00607 if=  62 il=  90 4/21/2020  n=  28 now=    6595 end=       2993      2284      3022 U=    11.24 T=   75.3 p1= -54.6 p2=   220.3 ed=   101 5/2/2020    x1=  62. x2=  90. y1=  1.18 y2= -1.31 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     2993    2284     3022    14   101 5/2/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .997512 cc2=  .808529 lx=  8.00407 if=  63 il=  90 4/21/2020  n=  27 now=    6595 end=       2993      2284      3022 U=    10.93 T=   75.7 p1= -54.6 p2=   220.3 ed=   101 5/2/2020    x1=  63. x2=  90. y1=  1.16 y2= -1.31 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .997512 cc2=  .808529 lx=  8.00507 if=  63 il=  90 4/21/2020  n=  27 now=    6595 end=       2993      2284      3022 U=    10.93 T=   75.7 p1= -54.6 p2=   220.3 ed=   101 5/2/2020    x1=  63. x2=  90. y1=  1.16 y2= -1.31 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     2993    2284     3022    14   101 5/2/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .997426 cc2=  .804976 lx=  8.02407 if=  64 il=  90 4/21/2020  n=  26 now=    6595 end=       3053      2284      3022 U=    11.67 T=   75.6 p1= -53.7 p2=   216.0 ed=   103 5/4/2020    x1=  64. x2=  90. y1=   .99 y2= -1.24 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .997426 cc2=  .804976 lx=  8.02207 if=  64 il=  90 4/21/2020  n=  26 now=    6595 end=       3053      2284      3022 U=    11.67 T=   75.6 p1= -53.7 p2=   216.0 ed=   103 5/4/2020    x1=  64. x2=  90. y1=   .99 y2= -1.24 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     3053    2284     3022    14   103 5/4/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .997121 cc2=  .801005 lx=  8.02407 if=  65 il=  90 4/21/2020  n=  25 now=    6595 end=       3053      2284      3022 U=    11.56 T=   75.7 p1= -53.7 p2=   216.0 ed=   102 5/3/2020    x1=  65. x2=  90. y1=   .93 y2= -1.24 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .997123 cc2=  .801005 lx=  8.01907 if=  65 il=  90 4/21/2020  n=  25 now=    6595 end=       3053      2284      3022 U=    11.56 T=   75.7 p1= -53.7 p2=   216.0 ed=   102 5/3/2020    x1=  65. x2=  90. y1=   .93 y2= -1.24 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     3053    2284     3022    14   102 5/3/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .996765 cc2=  .796765 lx=  8.02407 if=  66 il=  90 4/21/2020  n=  24 now=    6595 end=       3053      2284      3022 U=    11.69 T=   75.5 p1= -53.7 p2=   216.0 ed=   103 5/4/2020    x1=  66. x2=  90. y1=   .82 y2= -1.24 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .996766 cc2=  .796765 lx=  8.02107 if=  66 il=  90 4/21/2020  n=  24 now=    6595 end=       3053      2284      3022 U=    11.69 T=   75.5 p1= -53.7 p2=   216.0 ed=   103 5/4/2020    x1=  66. x2=  90. y1=   .82 y2= -1.24 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     3053    2284     3022    14   103 5/4/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .996355 cc2=  .792231 lx=  8.01407 if=  67 il=  90 4/21/2020  n=  23 now=    6595 end=       3023      2284      3022 U=    11.74 T=   75.1 p1= -54.2 p2=   218.2 ed=   102 5/3/2020    x1=  67. x2=  90. y1=   .69 y2= -1.27 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .996356 cc2=  .792231 lx=  8.01707 if=  67 il=  90 4/21/2020  n=  23 now=    6595 end=       3023      2284      3022 U=    11.74 T=   75.1 p1= -54.2 p2=   218.2 ed=   102 5/3/2020    x1=  67. x2=  90. y1=   .69 y2= -1.27 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     3023    2284     3022    14   102 5/3/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .996106 cc2=  .787592 lx=  8.00407 if=  68 il=  90 4/21/2020  n=  22 now=    6595 end=       2993      2284      3022 U=    11.25 T=   75.3 p1= -54.6 p2=   220.3 ed=   101 5/2/2020    x1=  68. x2=  90. y1=   .65 y2= -1.31 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .996106 cc2=  .787592 lx=  8.00307 if=  68 il=  90 4/21/2020  n=  22 now=    6595 end=       2993      2284      3022 U=    11.25 T=   75.3 p1= -54.6 p2=   220.3 ed=   101 5/2/2020    x1=  68. x2=  90. y1=   .65 y2= -1.31 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     2993    2284     3022    14   101 5/2/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .995574 cc2=  .782373 lx=  7.99407 if=  69 il=  90 4/21/2020  n=  21 now=    6595 end=       2963      2284      3022 U=    10.92 T=   75.3 p1= -55.1 p2=   222.6 ed=   101 5/2/2020    x1=  69. x2=  90. y1=   .58 y2= -1.35 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .995575 cc2=  .782373 lx=  7.99707 if=  69 il=  90 4/21/2020  n=  21 now=    6595 end=       2963      2284      3022 U=    10.92 T=   75.3 p1= -55.1 p2=   222.6 ed=   101 5/2/2020    x1=  69. x2=  90. y1=   .58 y2= -1.35 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     2963    2284     3022    14   101 5/2/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .994908 cc2=  .776691 lx=  7.99407 if=  70 il=  90 4/21/2020  n=  20 now=    6595 end=       2963      2284      3022 U=    10.91 T=   75.3 p1= -55.1 p2=   222.6 ed=   101 5/2/2020    x1=  70. x2=  90. y1=   .49 y2= -1.35 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .994911 cc2=  .776691 lx=  7.99907 if=  70 il=  90 4/21/2020  n=  20 now=    6595 end=       2963      2284      3022 U=    10.91 T=   75.3 p1= -55.1 p2=   222.6 ed=   101 5/2/2020    x1=  70. x2=  90. y1=   .49 y2= -1.35 BEST
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     2963    2284     3022    14   101 5/2/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .996794 cc2=  .754258 lx=  8.51407 if=  74 il=  90 4/21/2020  n=  16 now=    6595 end=       4984      2284      3022 U=    23.34 T=   84.2 p1= -24.4 p2=   132.3 ed=   139 6/9/2020    x1=  74. x2=  90. y1=   .44 y2=  -.25     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     4984    2284     3022    14   139 6/9/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .996415 cc2=  .746415 lx=  8.69407 if=  75 il=  90 4/21/2020  n=  15 now=    6595 end=       5967      2284      3022 U=    27.77 T=   88.9 p1=  -9.5 p2=   110.5 ed=   154 6/24/2020   x1=  75. x2=  90. y1=   .50 y2=  -.04     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     5967    2284     3022    14   154 6/24/2020 
AAA2     1 US_New_York_Erie Confirmed cc1=  .995917 cc2=  .737718 lx=  9.04407 if=  76 il=  90 4/21/2020  n=  14 now=    6595 end=       8468      2284      3022 U=    36.35 T=   99.8 p1=  28.4 p2=    77.9 ed=   185 7/25/2020   x1=  76. x2=  90. y1=   .66 y2=   .27     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     8468    2284     3022    14   185 7/25/2020 
AAA2     1 US_New_York_Erie Confirmed cc1=  .995312 cc2=  .728051 lx= 10.24407 if=  77 il=  90 4/21/2020  n=  13 now=    6595 end=      28115      2284      3022 U=    67.06 T=  151.7 p1= 326.3 p2=    23.5 ed=   309 11/26/2020  x1=  77. x2=  90. y1=  1.11 y2=   .92     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595    -        2284     3022    14   309 11/26/2020
AAA2     1 US_New_York_Erie Confirmed cc1=  .994137 cc2=  .716787 lx= 10.18407 if=  78 il=  90 4/21/2020  n=  12 now=    6595 end=      26477      2284      3022 U=    68.81 T=  151.7 p1= 301.5 p2=    24.9 ed=   314 12/1/2020   x1=  78. x2=  90. y1=  1.07 y2=   .90     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595    -        2284     3022    14   314 12/1/2020 
AAA2     1 US_New_York_Erie Confirmed cc1=  .994221 cc2=  .705546 lx=  8.46407 if=  79 il=  90 4/21/2020  n=  11 now=    6595 end=       4741      2284      3022 U=    24.13 T=   82.4 p1= -28.1 p2=   139.1 ed=   139 6/9/2020    x1=  79. x2=  90. y1=   .14 y2=  -.31     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     4741    2284     3022    14   139 6/9/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .996921 cc2=  .695410 lx=  8.06407 if=  80 il=  90 4/21/2020  n=  10 now=    6595 end=       3178      2284      3022 U=    12.26 T=   76.4 p1= -51.8 p2=   207.5 ed=   105 5/6/2020    x1=  80. x2=  90. y1=  -.29 y2= -1.11     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     3178    2284     3022    14   105 5/6/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .997257 cc2=  .681029 lx=  7.95407 if=  81 il=  90 4/21/2020  n=   9 now=    6595 end=       2847      2284      3022 U=     9.07 T=   76.3 p1= -56.8 p2=   231.6 ed=    97 4/28/2020   x1=  81. x2=  90. y1=  -.52 y2= -1.51     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     2847    2284     3022    14    97 4/28/2020 
AAA2     1 US_New_York_Erie Confirmed cc1=  .997413 cc2=  .664080 lx=  7.88407 if=  82 il=  90 4/21/2020  n=   8 now=    6595 end=       2654      2284      3022 U=     7.03 T=   76.7 p1= -59.8 p2=   248.5 ed=    93 4/24/2020   x1=  82. x2=  90. y1=  -.76 y2= -1.89     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     2654    2284     3022    14    93 4/24/2020 
AAA2     1 US_New_York_Erie Confirmed cc1=  .998523 cc2=  .644970 lx=  7.83407 if=  83 il=  90 4/21/2020  n=   7 now=    6595 end=       2525      2284      3022 U=     5.28 T=   77.9 p1= -61.7 p2=   261.2 ed=    90 4/21/2020   x1=  83. x2=  90. y1=  -.97 y2= -2.30     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     2525    2284     3022    14    90 4/21/2020 
AAA2     1 US_New_York_Erie Confirmed cc1=  .998716 cc2=  .620752 lx=  7.81407 if=  84 il=  90 4/21/2020  n=   6 now=    6595 end=       2475      2284      3022 U=     4.43 T=   78.8 p1= -62.5 p2=   266.5 ed=    89 4/20/2020   x1=  84. x2=  90. y1= -1.17 y2= -2.52     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     2475    2284     3022    14    89 4/20/2020 
AAA2     1 US_New_York_Erie Confirmed cc1=  .998081 cc2=  .589833 lx=  7.82407 if=  85 il=  90 4/21/2020  n=   5 now=    6595 end=       2500      2284      3022 U=     4.95 T=   78.1 p1= -62.1 p2=   263.8 ed=    89 4/20/2020   x1=  85. x2=  90. y1= -1.39 y2= -2.40     
GP: Confirmed US_New_York_Erie 4/21/2020        90    6595     2500    2284     3022    14    89 4/20/2020 
AAA2     1 US_New_York_Erie Confirmed cc1=  .998728 cc2=  .840614 lx=  8.03407 if=  52 il=  91 4/22/2020  n=  39 now=    6595 end=       3084      2284      2973 U=    12.42 T=   76.1 p1= -53.2 p2=   213.8 ed=   105 5/6/2020    x1=  52. x2=  91. y1=  1.94 y2= -1.20     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     3084    2284     2973     6   105 5/6/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .998688 cc2=  .838560 lx=  8.03407 if=  53 il=  91 4/22/2020  n=  38 now=    6595 end=       3084      2284      2973 U=    12.10 T=   76.4 p1= -53.2 p2=   213.8 ed=   105 5/6/2020    x1=  53. x2=  91. y1=  1.94 y2= -1.20     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     3084    2284     2973     6   105 5/6/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .998586 cc2=  .836364 lx=  8.03407 if=  54 il=  91 4/22/2020  n=  37 now=    6595 end=       3084      2284      2973 U=    12.30 T=   76.2 p1= -53.2 p2=   213.8 ed=   105 5/6/2020    x1=  54. x2=  91. y1=  1.81 y2= -1.20     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     3084    2284     2973     6   105 5/6/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .998485 cc2=  .834086 lx=  8.02407 if=  55 il=  91 4/22/2020  n=  36 now=    6595 end=       3053      2284      2973 U=    12.15 T=   76.0 p1= -53.7 p2=   216.0 ed=   104 5/5/2020    x1=  55. x2=  91. y1=  1.73 y2= -1.24     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     3053    2284     2973     6   104 5/5/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .998372 cc2=  .831705 lx=  8.02407 if=  56 il=  91 4/22/2020  n=  35 now=    6595 end=       3053      2284      2973 U=    12.27 T=   75.8 p1= -53.7 p2=   216.0 ed=   104 5/5/2020    x1=  56. x2=  91. y1=  1.62 y2= -1.24     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     3053    2284     2973     6   104 5/5/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .998311 cc2=  .829280 lx=  8.01407 if=  57 il=  91 4/22/2020  n=  34 now=    6595 end=       3023      2284      2973 U=    12.08 T=   75.6 p1= -54.2 p2=   218.2 ed=   104 5/5/2020    x1=  57. x2=  91. y1=  1.54 y2= -1.27     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     3023    2284     2973     6   104 5/5/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .998231 cc2=  .826733 lx=  8.00407 if=  58 il=  91 4/22/2020  n=  33 now=    6595 end=       2993      2284      2973 U=    12.08 T=   75.2 p1= -54.6 p2=   220.3 ed=   103 5/4/2020    x1=  58. x2=  91. y1=  1.42 y2= -1.31     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2993    2284     2973     6   103 5/4/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .998308 cc2=  .824230 lx=  7.99407 if=  59 il=  91 4/22/2020  n=  32 now=    6595 end=       2963      2284      2973 U=    11.63 T=   75.4 p1= -55.1 p2=   222.6 ed=   102 5/3/2020    x1=  59. x2=  91. y1=  1.41 y2= -1.35 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .998309 cc2=  .824230 lx=  7.99607 if=  59 il=  91 4/22/2020  n=  32 now=    6595 end=       2963      2284      2973 U=    11.63 T=   75.4 p1= -55.1 p2=   222.6 ed=   102 5/3/2020    x1=  59. x2=  91. y1=  1.41 y2= -1.35 BEST
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2963    2284     2973     6   102 5/3/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .998193 cc2=  .821416 lx=  7.99407 if=  60 il=  91 4/22/2020  n=  31 now=    6595 end=       2963      2284      2973 U=    11.38 T=   75.7 p1= -55.1 p2=   222.6 ed=   102 5/3/2020    x1=  60. x2=  91. y1=  1.38 y2= -1.35 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .998195 cc2=  .821416 lx=  7.99007 if=  60 il=  91 4/22/2020  n=  31 now=    6595 end=       2963      2284      2973 U=    11.38 T=   75.7 p1= -55.1 p2=   222.6 ed=   102 5/3/2020    x1=  60. x2=  91. y1=  1.38 y2= -1.35 BEST
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2963    2284     2973     6   102 5/3/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .998017 cc2=  .818411 lx=  7.99407 if=  61 il=  91 4/22/2020  n=  30 now=    6595 end=       2963      2284      2973 U=    11.51 T=   75.5 p1= -55.1 p2=   222.6 ed=   102 5/3/2020    x1=  61. x2=  91. y1=  1.26 y2= -1.35 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .998017 cc2=  .818411 lx=  7.99207 if=  61 il=  91 4/22/2020  n=  30 now=    6595 end=       2963      2284      2973 U=    11.51 T=   75.5 p1= -55.1 p2=   222.6 ed=   102 5/3/2020    x1=  61. x2=  91. y1=  1.26 y2= -1.35 BEST
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2963    2284     2973     6   102 5/3/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .997817 cc2=  .815243 lx=  7.99407 if=  62 il=  91 4/22/2020  n=  29 now=    6595 end=       2963      2284      2973 U=    11.48 T=   75.6 p1= -55.1 p2=   222.6 ed=   102 5/3/2020    x1=  62. x2=  91. y1=  1.18 y2= -1.35 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .997820 cc2=  .815243 lx=  7.98907 if=  62 il=  91 4/22/2020  n=  29 now=    6595 end=       2963      2284      2973 U=    11.48 T=   75.6 p1= -55.1 p2=   222.6 ed=   102 5/3/2020    x1=  62. x2=  91. y1=  1.18 y2= -1.35 BEST
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2963    2284     2973     6   102 5/3/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .997586 cc2=  .811891 lx=  7.98407 if=  63 il=  91 4/22/2020  n=  28 now=    6595 end=       2933      2284      2973 U=    11.02 T=   75.7 p1= -55.5 p2=   224.9 ed=   101 5/2/2020    x1=  63. x2=  91. y1=  1.16 y2= -1.38     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2933    2284     2973     6   101 5/2/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .997473 cc2=  .808491 lx=  8.00407 if=  64 il=  91 4/22/2020  n=  27 now=    6595 end=       2993      2284      2973 U=    11.78 T=   75.6 p1= -54.6 p2=   220.3 ed=   103 5/4/2020    x1=  64. x2=  91. y1=   .98 y2= -1.31     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2993    2284     2973     6   103 5/4/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .997191 cc2=  .804741 lx=  7.99407 if=  65 il=  91 4/22/2020  n=  26 now=    6595 end=       2963      2284      2973 U=    11.51 T=   75.5 p1= -55.1 p2=   222.6 ed=   102 5/3/2020    x1=  65. x2=  91. y1=   .91 y2= -1.35 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .997193 cc2=  .804741 lx=  7.99807 if=  65 il=  91 4/22/2020  n=  26 now=    6595 end=       2963      2284      2973 U=    11.51 T=   75.5 p1= -55.1 p2=   222.6 ed=   102 5/3/2020    x1=  65. x2=  91. y1=   .91 y2= -1.35 BEST
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2963    2284     2973     6   102 5/3/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .996853 cc2=  .800737 lx=  8.00407 if=  66 il=  91 4/22/2020  n=  25 now=    6595 end=       2993      2284      2973 U=    11.82 T=   75.5 p1= -54.6 p2=   220.3 ed=   103 5/4/2020    x1=  66. x2=  91. y1=   .81 y2= -1.31     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2993    2284     2973     6   103 5/4/2020  
AAA1     1 US_New_York_Erie Confirmed cc1=  .996482 cc2=  .796482 lx=  7.99407 if=  67 il=  91 4/22/2020  n=  24 now=    6595 end=       2963      2284      2973 U=    11.87 T=   75.0 p1= -55.1 p2=   222.6 ed=   103 5/4/2020    x1=  67. x2=  91. y1=   .68 y2= -1.35 BEST
AAA2     1 US_New_York_Erie Confirmed cc1=  .996482 cc2=  .796482 lx=  7.99407 if=  67 il=  91 4/22/2020  n=  24 now=    6595 end=       2963      2284      2973 U=    11.87 T=   75.0 p1= -55.1 p2=   222.6 ed=   103 5/4/2020    x1=  67. x2=  91. y1=   .68 y2= -1.35 BEST
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2963    2284     2973     6   103 5/4/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .996266 cc2=  .792142 lx=  7.98407 if=  68 il=  91 4/22/2020  n=  23 now=    6595 end=       2933      2284      2973 U=    11.38 T=   75.2 p1= -55.5 p2=   224.9 ed=   102 5/3/2020    x1=  68. x2=  91. y1=   .64 y2= -1.38     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2933    2284     2973     6   102 5/3/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .995790 cc2=  .787276 lx=  7.97407 if=  69 il=  91 4/22/2020  n=  22 now=    6595 end=       2904      2284      2973 U=    11.05 T=   75.3 p1= -56.0 p2=   227.1 ed=   101 5/2/2020    x1=  69. x2=  91. y1=   .57 y2= -1.43     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2904    2284     2973     6   101 5/2/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .995188 cc2=  .781987 lx=  7.97407 if=  70 il=  91 4/22/2020  n=  21 now=    6595 end=       2904      2284      2973 U=    11.05 T=   75.2 p1= -56.0 p2=   227.1 ed=   101 5/2/2020    x1=  70. x2=  91. y1=   .47 y2= -1.43     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2904    2284     2973     6   101 5/2/2020  
AAA2     1 US_New_York_Erie Confirmed cc1=  .994464 cc2=  .776246 lx=  7.97407 if=  71 il=  91 4/22/2020  n=  20 now=    6595 end=       2904      2284      2973 U=    10.73 T=   75.7 p1= -56.0 p2=   227.1 ed=   101 5/2/2020    x1=  71. x2=  91. y1=   .44 y2= -1.43     
GP: Confirmed US_New_York_Erie 4/22/2020        91    6595     2904    2284     2973     6   101 5/2/2020  
