TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       18180.00000        9.80808
TAB:  Israel Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Israel 5/19/2020       118   18180    16782   16659    16455    47    91 4/22/2020 
AAA1     1 Israel Confirmed cc1=  .997548 cc2=  .747548 lx=  9.72808 if= 103 il= 118 5/19/2020  n=  15 now=   18180 end=      16782     16659     16455 U=    10.12 T=   68.3 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1= 103. x2= 118. y1= -3.43 y2= -4.91 BEST
AAA2     1 Israel Confirmed cc1= 1.000000 cc2=  .747548 lx=  9.69908 if= 103 il= 118 5/19/2020  n=  15 now=   18180 end=      16782     16659     16455 U=    10.12 T=   68.3 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1= 103. x2= 118. y1= -3.43 y2= -4.91 BEST
GP: Confirmed Israel 5/19/2020       118   18180    16782   16659    16455    47    92 4/23/2020 
AAA1     1 Israel Confirmed cc1=  .997042 cc2=  .738843 lx=  9.72808 if= 104 il= 118 5/19/2020  n=  14 now=   18180 end=      16782     16659     16455 U=    10.01 T=   68.8 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1= 104. x2= 118. y1= -3.51 y2= -4.91 BEST
AAA2     1 Israel Confirmed cc1= 1.000000 cc2=  .738843 lx=  9.70108 if= 104 il= 118 5/19/2020  n=  14 now=   18180 end=      16782     16659     16455 U=    10.01 T=   68.8 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1= 104. x2= 118. y1= -3.51 y2= -4.91 BEST
GP: Confirmed Israel 5/19/2020       118   18180    16782   16659    16455    47    92 4/23/2020 
AAA1     1 Israel Confirmed cc1=  .996358 cc2=  .729096 lx=  9.72808 if= 105 il= 118 5/19/2020  n=  13 now=   18180 end=      16782     16659     16455 U=     9.60 T=   70.9 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1= 105. x2= 118. y1= -3.56 y2= -4.91 BEST
AAA2     1 Israel Confirmed cc1= 1.000000 cc2=  .729096 lx=  9.70708 if= 105 il= 118 5/19/2020  n=  13 now=   18180 end=      16782     16659     16455 U=     9.60 T=   70.9 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1= 105. x2= 118. y1= -3.56 y2= -4.91 BEST
GP: Confirmed Israel 5/19/2020       118   18180    16782   16659    16455    47    93 4/24/2020 
AAA2     1 Israel Confirmed cc1=  .997404 cc2=  .720053 lx=  9.73808 if= 106 il= 118 5/19/2020  n=  12 now=   18180 end=      16950     16659     16455 U=    17.71 T=   46.2 p1=  -6.8 p2=   107.3 ed=    88 4/19/2020   x1= 106. x2= 118. y1= -3.38 y2= -4.05     
GP: Confirmed Israel 5/19/2020       118   18180    16950   16659    16455    47    88 4/19/2020 
AAA2     1 Israel Confirmed cc1=  .998064 cc2=  .709389 lx=  9.73808 if= 107 il= 118 5/19/2020  n=  11 now=   18180 end=      16950     16659     16455 U=    19.16 T=   40.4 p1=  -6.8 p2=   107.3 ed=    85 4/16/2020   x1= 107. x2= 118. y1= -3.48 y2= -4.05     
GP: Confirmed Israel 5/19/2020       118   18180    16950   16659    16455    47    85 4/16/2020 
AAA2     1 Israel Confirmed cc1=  .997744 cc2=  .696233 lx=  9.73808 if= 108 il= 118 5/19/2020  n=  10 now=   18180 end=      16950     16659     16455 U=    18.58 T=   42.7 p1=  -6.8 p2=   107.3 ed=    86 4/17/2020   x1= 108. x2= 118. y1= -3.51 y2= -4.05     
GP: Confirmed Israel 5/19/2020       118   18180    16950   16659    16455    47    86 4/17/2020 
AAA2     1 Israel Confirmed cc1=  .997005 cc2=  .680777 lx=  9.73808 if= 109 il= 118 5/19/2020  n=   9 now=   18180 end=      16950     16659     16455 U=    18.37 T=   43.6 p1=  -6.8 p2=   107.3 ed=    86 4/17/2020   x1= 109. x2= 118. y1= -3.56 y2= -4.05     
GP: Confirmed Israel 5/19/2020       118   18180    16950   16659    16455    47    86 4/17/2020 
AAA2     1 Israel Confirmed cc1=  .996190 cc2=  .662857 lx=  9.73808 if= 110 il= 118 5/19/2020  n=   8 now=   18180 end=      16950     16659     16455 U=    18.78 T=   41.9 p1=  -6.8 p2=   107.3 ed=    86 4/17/2020   x1= 110. x2= 118. y1= -3.63 y2= -4.05     
GP: Confirmed Israel 5/19/2020       118   18180    16950   16659    16455    47    86 4/17/2020 
AAA2     1 Israel Confirmed cc1=  .994639 cc2=  .641086 lx=  9.74808 if= 111 il= 118 5/19/2020  n=   7 now=   18180 end=      17121     16659     16455 U=    27.81 T=   17.9 p1=  -5.8 p2=   106.2 ed=    83 4/14/2020   x1= 111. x2= 118. y1= -3.35 y2= -3.60     
GP: Confirmed Israel 5/19/2020       118   18180    17121   16659    16455    47    83 4/14/2020 
AAA2     1 Israel Confirmed cc1=  .992093 cc2=  .614128 lx=  9.75808 if= 112 il= 118 5/19/2020  n=   6 now=   18180 end=      17293     16659     16455 U=    36.46 T=   -1.8 p1=  -4.9 p2=   105.1 ed=    84 4/15/2020   x1= 112. x2= 118. y1= -3.12 y2= -3.29     
GP: Confirmed Israel 5/19/2020       118   18180    17293   16659    16455    47    84 4/15/2020 
AAA2     1 Israel Confirmed cc1=  .991228 cc2=  .582980 lx= 11.80808 if= 113 il= 118 5/19/2020  n=   5 now=   18180 end=     134333     16659     16455 U=  2170.62 T= 1715.4 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 113. x2= 118. y1=   .74 y2=   .74     
GP: Confirmed Israel 5/19/2020       118   18180    -       16659    16455    47   999 undefine  
AAA2     1 Israel Confirmed cc1=  .993430 cc2=  .888021 lx=  9.75808 if=  30 il= 119 5/20/2020  n=  89 now=   18180 end=      17293     16667     16455 U=    15.96 T=   66.3 p1=  -4.9 p2=   105.1 ed=   104 5/5/2020    x1=  30. x2= 119. y1=  2.28 y2= -3.30     
GP: Confirmed Israel 5/20/2020       119   18180    17293   16667    16455    49   104 5/5/2020  
AAA2     1 Israel Confirmed cc1=  .993744 cc2=  .887744 lx=  9.75808 if=  31 il= 119 5/20/2020  n=  88 now=   18180 end=      17293     16667     16455 U=    15.78 T=   66.9 p1=  -4.9 p2=   105.1 ed=   104 5/5/2020    x1=  31. x2= 119. y1=  2.28 y2= -3.30     
GP: Confirmed Israel 5/20/2020       119   18180    17293   16667    16455    49   104 5/5/2020  
AAA2     1 Israel Confirmed cc1=  .993985 cc2=  .887385 lx=  9.75808 if=  32 il= 119 5/20/2020  n=  87 now=   18180 end=      17293     16667     16455 U=    15.60 T=   67.5 p1=  -4.9 p2=   105.1 ed=   104 5/5/2020    x1=  32. x2= 119. y1=  2.28 y2= -3.30     
GP: Confirmed Israel 5/20/2020       119   18180    17293   16667    16455    49   104 5/5/2020  
AAA2     1 Israel Confirmed cc1=  .994155 cc2=  .886943 lx=  9.75808 if=  33 il= 119 5/20/2020  n=  86 now=   18180 end=      17293     16667     16455 U=    15.42 T=   68.1 p1=  -4.9 p2=   105.1 ed=   104 5/5/2020    x1=  33. x2= 119. y1=  2.28 y2= -3.30     
GP: Confirmed Israel 5/20/2020       119   18180    17293   16667    16455    49   104 5/5/2020  
AAA2     1 Israel Confirmed cc1=  .994252 cc2=  .886419 lx=  9.75808 if=  34 il= 119 5/20/2020  n=  85 now=   18180 end=      17293     16667     16455 U=    15.24 T=   68.7 p1=  -4.9 p2=   105.1 ed=   104 5/5/2020    x1=  34. x2= 119. y1=  2.28 y2= -3.30     
GP: Confirmed Israel 5/20/2020       119   18180    17293   16667    16455    49   104 5/5/2020  
AAA2     1 Israel Confirmed cc1=  .994354 cc2=  .885888 lx=  9.74808 if=  35 il= 119 5/20/2020  n=  84 now=   18180 end=      17121     16667     16455 U=    14.55 T=   66.4 p1=  -5.8 p2=   106.2 ed=   100 5/1/2020    x1=  35. x2= 119. y1=  2.16 y2= -3.62     
GP: Confirmed Israel 5/20/2020       119   18180    17121   16667    16455    49   100 5/1/2020  
AAA2     1 Israel Confirmed cc1=  .994561 cc2=  .885452 lx=  9.74808 if=  36 il= 119 5/20/2020  n=  83 now=   18180 end=      17121     16667     16455 U=    14.46 T=   66.7 p1=  -5.8 p2=   106.2 ed=   100 5/1/2020    x1=  36. x2= 119. y1=  2.12 y2= -3.62     
GP: Confirmed Israel 5/20/2020       119   18180    17121   16667    16455    49   100 5/1/2020  
AAA2     1 Israel Confirmed cc1=  .994745 cc2=  .884980 lx=  9.74808 if=  37 il= 119 5/20/2020  n=  82 now=   18180 end=      17121     16667     16455 U=    14.41 T=   66.9 p1=  -5.8 p2=   106.2 ed=   100 5/1/2020    x1=  37. x2= 119. y1=  2.07 y2= -3.62     
GP: Confirmed Israel 5/20/2020       119   18180    17121   16667    16455    49   100 5/1/2020  
AAA2     1 Israel Confirmed cc1=  .994928 cc2=  .884497 lx=  9.74808 if=  38 il= 119 5/20/2020  n=  81 now=   18180 end=      17121     16667     16455 U=    14.44 T=   66.8 p1=  -5.8 p2=   106.2 ed=   100 5/1/2020    x1=  38. x2= 119. y1=  1.99 y2= -3.62     
GP: Confirmed Israel 5/20/2020       119   18180    17121   16667    16455    49   100 5/1/2020  
AAA2     1 Israel Confirmed cc1=  .995161 cc2=  .884050 lx=  9.74808 if=  39 il= 119 5/20/2020  n=  80 now=   18180 end=      17121     16667     16455 U=    14.39 T=   67.0 p1=  -5.8 p2=   106.2 ed=   100 5/1/2020    x1=  39. x2= 119. y1=  1.94 y2= -3.62     
GP: Confirmed Israel 5/20/2020       119   18180    17121   16667    16455    49   100 5/1/2020  
AAA2     1 Israel Confirmed cc1=  .995402 cc2=  .883598 lx=  9.74808 if=  40 il= 119 5/20/2020  n=  79 now=   18180 end=      17121     16667     16455 U=    14.21 T=   67.6 p1=  -5.8 p2=   106.2 ed=   101 5/2/2020    x1=  40. x2= 119. y1=  1.94 y2= -3.62     
GP: Confirmed Israel 5/20/2020       119   18180    17121   16667    16455    49   101 5/2/2020  
AAA2     1 Israel Confirmed cc1=  .995601 cc2=  .883092 lx=  9.73808 if=  41 il= 119 5/20/2020  n=  78 now=   18180 end=      16950     16667     16455 U=    13.01 T=   65.9 p1=  -6.8 p2=   107.3 ed=    96 4/27/2020   x1=  41. x2= 119. y1=  1.92 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    96 4/27/2020 
AAA2     1 Israel Confirmed cc1=  .995838 cc2=  .882611 lx=  9.73808 if=  42 il= 119 5/20/2020  n=  77 now=   18180 end=      16950     16667     16455 U=    12.92 T=   66.3 p1=  -6.8 p2=   107.3 ed=    96 4/27/2020   x1=  42. x2= 119. y1=  1.88 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    96 4/27/2020 
AAA2     1 Israel Confirmed cc1=  .996046 cc2=  .882085 lx=  9.73808 if=  43 il= 119 5/20/2020  n=  76 now=   18180 end=      16950     16667     16455 U=    12.85 T=   66.5 p1=  -6.8 p2=   107.3 ed=    96 4/27/2020   x1=  43. x2= 119. y1=  1.83 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    96 4/27/2020 
AAA2     1 Israel Confirmed cc1=  .996245 cc2=  .881537 lx=  9.73808 if=  44 il= 119 5/20/2020  n=  75 now=   18180 end=      16950     16667     16455 U=    12.91 T=   66.3 p1=  -6.8 p2=   107.3 ed=    96 4/27/2020   x1=  44. x2= 119. y1=  1.73 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    96 4/27/2020 
AAA2     1 Israel Confirmed cc1=  .996527 cc2=  .881057 lx=  9.73808 if=  45 il= 119 5/20/2020  n=  74 now=   18180 end=      16950     16667     16455 U=    12.80 T=   66.8 p1=  -6.8 p2=   107.3 ed=    96 4/27/2020   x1=  45. x2= 119. y1=  1.70 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    96 4/27/2020 
AAA2     1 Israel Confirmed cc1=  .996764 cc2=  .880517 lx=  9.73808 if=  46 il= 119 5/20/2020  n=  73 now=   18180 end=      16950     16667     16455 U=    12.77 T=   66.9 p1=  -6.8 p2=   107.3 ed=    97 4/28/2020   x1=  46. x2= 119. y1=  1.64 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    97 4/28/2020 
AAA2     1 Israel Confirmed cc1=  .997018 cc2=  .879977 lx=  9.73808 if=  47 il= 119 5/20/2020  n=  72 now=   18180 end=      16950     16667     16455 U=    12.59 T=   67.6 p1=  -6.8 p2=   107.3 ed=    97 4/28/2020   x1=  47. x2= 119. y1=  1.64 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    97 4/28/2020 
AAA2     1 Israel Confirmed cc1=  .997179 cc2=  .879328 lx=  9.73808 if=  48 il= 119 5/20/2020  n=  71 now=   18180 end=      16950     16667     16455 U=    12.51 T=   67.9 p1=  -6.8 p2=   107.3 ed=    97 4/28/2020   x1=  48. x2= 119. y1=  1.59 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    97 4/28/2020 
AAA2     1 Israel Confirmed cc1=  .997311 cc2=  .878633 lx=  9.73808 if=  49 il= 119 5/20/2020  n=  70 now=   18180 end=      16950     16667     16455 U=    12.36 T=   68.6 p1=  -6.8 p2=   107.3 ed=    97 4/28/2020   x1=  49. x2= 119. y1=  1.58 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    97 4/28/2020 
AAA2     1 Israel Confirmed cc1=  .997370 cc2=  .877847 lx=  9.73808 if=  50 il= 119 5/20/2020  n=  69 now=   18180 end=      16950     16667     16455 U=    12.29 T=   68.8 p1=  -6.8 p2=   107.3 ed=    97 4/28/2020   x1=  50. x2= 119. y1=  1.53 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    97 4/28/2020 
AAA2     1 Israel Confirmed cc1=  .997406 cc2=  .877020 lx=  9.73808 if=  51 il= 119 5/20/2020  n=  68 now=   18180 end=      16950     16667     16455 U=    12.22 T=   69.1 p1=  -6.8 p2=   107.3 ed=    97 4/28/2020   x1=  51. x2= 119. y1=  1.48 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    97 4/28/2020 
AAA2     1 Israel Confirmed cc1=  .997419 cc2=  .876151 lx=  9.73808 if=  52 il= 119 5/20/2020  n=  67 now=   18180 end=      16950     16667     16455 U=    12.15 T=   69.4 p1=  -6.8 p2=   107.3 ed=    98 4/29/2020   x1=  52. x2= 119. y1=  1.43 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    98 4/29/2020 
AAA2     1 Israel Confirmed cc1=  .997404 cc2=  .875234 lx=  9.73808 if=  53 il= 119 5/20/2020  n=  66 now=   18180 end=      16950     16667     16455 U=    12.14 T=   69.5 p1=  -6.8 p2=   107.3 ed=    98 4/29/2020   x1=  53. x2= 119. y1=  1.36 y2= -4.08     
GP: Confirmed Israel 5/20/2020       119   18180    16950   16667    16455    49    98 4/29/2020 
AAA1     1 Israel Confirmed cc1=  .997495 cc2=  .874403 lx=  9.72808 if=  54 il= 119 5/20/2020  n=  65 now=   18180 end=      16782     16667     16455 U=    10.28 T=   67.8 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  54. x2= 119. y1=  1.35 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997951 cc2=  .874403 lx=  9.73208 if=  54 il= 119 5/20/2020  n=  65 now=   18180 end=      16782     16667     16455 U=    10.28 T=   67.8 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  54. x2= 119. y1=  1.35 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    92 4/23/2020 
AAA1     1 Israel Confirmed cc1=  .997581 cc2=  .873547 lx=  9.72808 if=  55 il= 119 5/20/2020  n=  64 now=   18180 end=      16782     16667     16455 U=    10.18 T=   68.3 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  55. x2= 119. y1=  1.31 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997970 cc2=  .873547 lx=  9.73108 if=  55 il= 119 5/20/2020  n=  64 now=   18180 end=      16782     16667     16455 U=    10.18 T=   68.3 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  55. x2= 119. y1=  1.31 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    92 4/23/2020 
AAA1     1 Israel Confirmed cc1=  .997616 cc2=  .872616 lx=  9.72808 if=  56 il= 119 5/20/2020  n=  63 now=   18180 end=      16782     16667     16455 U=    10.11 T=   68.7 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  56. x2= 119. y1=  1.26 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997959 cc2=  .872616 lx=  9.73108 if=  56 il= 119 5/20/2020  n=  63 now=   18180 end=      16782     16667     16455 U=    10.11 T=   68.7 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  56. x2= 119. y1=  1.26 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    92 4/23/2020 
AAA1     1 Israel Confirmed cc1=  .997619 cc2=  .871631 lx=  9.72808 if=  57 il= 119 5/20/2020  n=  62 now=   18180 end=      16782     16667     16455 U=    10.11 T=   68.7 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  57. x2= 119. y1=  1.15 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997921 cc2=  .871631 lx=  9.73108 if=  57 il= 119 5/20/2020  n=  62 now=   18180 end=      16782     16667     16455 U=    10.11 T=   68.7 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  57. x2= 119. y1=  1.15 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    92 4/23/2020 
AAA1     1 Israel Confirmed cc1=  .997641 cc2=  .870641 lx=  9.72808 if=  58 il= 119 5/20/2020  n=  61 now=   18180 end=      16782     16667     16455 U=    10.06 T=   68.9 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  58. x2= 119. y1=  1.08 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997893 cc2=  .870641 lx=  9.73108 if=  58 il= 119 5/20/2020  n=  61 now=   18180 end=      16782     16667     16455 U=    10.06 T=   68.9 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  58. x2= 119. y1=  1.08 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    92 4/23/2020 
AAA1     1 Israel Confirmed cc1=  .997647 cc2=  .869610 lx=  9.72808 if=  59 il= 119 5/20/2020  n=  60 now=   18180 end=      16782     16667     16455 U=    10.08 T=   68.9 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  59. x2= 119. y1=   .98 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997861 cc2=  .869610 lx=  9.73008 if=  59 il= 119 5/20/2020  n=  60 now=   18180 end=      16782     16667     16455 U=    10.08 T=   68.9 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  59. x2= 119. y1=   .98 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    92 4/23/2020 
AAA1     1 Israel Confirmed cc1=  .997677 cc2=  .868577 lx=  9.72808 if=  60 il= 119 5/20/2020  n=  59 now=   18180 end=      16782     16667     16455 U=    10.05 T=   69.0 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  60. x2= 119. y1=   .89 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997852 cc2=  .868577 lx=  9.73008 if=  60 il= 119 5/20/2020  n=  59 now=   18180 end=      16782     16667     16455 U=    10.05 T=   69.0 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  60. x2= 119. y1=   .89 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    92 4/23/2020 
AAA1     1 Israel Confirmed cc1=  .997708 cc2=  .867519 lx=  9.72808 if=  61 il= 119 5/20/2020  n=  58 now=   18180 end=      16782     16667     16455 U=    10.02 T=   69.1 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  61. x2= 119. y1=   .81 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997841 cc2=  .867519 lx=  9.73008 if=  61 il= 119 5/20/2020  n=  58 now=   18180 end=      16782     16667     16455 U=    10.02 T=   69.1 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  61. x2= 119. y1=   .81 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    92 4/23/2020 
AAA1     1 Israel Confirmed cc1=  .997737 cc2=  .866430 lx=  9.72808 if=  62 il= 119 5/20/2020  n=  57 now=   18180 end=      16782     16667     16455 U=     9.96 T=   69.4 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  62. x2= 119. y1=   .74 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997828 cc2=  .866430 lx=  9.72908 if=  62 il= 119 5/20/2020  n=  57 now=   18180 end=      16782     16667     16455 U=     9.96 T=   69.4 p1=  -7.7 p2=   108.3 ed=    92 4/23/2020   x1=  62. x2= 119. y1=   .74 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    92 4/23/2020 
AAA1     1 Israel Confirmed cc1=  .997742 cc2=  .865288 lx=  9.72808 if=  63 il= 119 5/20/2020  n=  56 now=   18180 end=      16782     16667     16455 U=     9.91 T=   69.7 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  63. x2= 119. y1=   .67 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997811 cc2=  .865288 lx=  9.72908 if=  63 il= 119 5/20/2020  n=  56 now=   18180 end=      16782     16667     16455 U=     9.91 T=   69.7 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  63. x2= 119. y1=   .67 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    93 4/24/2020 
AAA1     1 Israel Confirmed cc1=  .997727 cc2=  .864097 lx=  9.72808 if=  64 il= 119 5/20/2020  n=  55 now=   18180 end=      16782     16667     16455 U=     9.85 T=   70.0 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  64. x2= 119. y1=   .60 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997775 cc2=  .864097 lx=  9.72908 if=  64 il= 119 5/20/2020  n=  55 now=   18180 end=      16782     16667     16455 U=     9.85 T=   70.0 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  64. x2= 119. y1=   .60 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    93 4/24/2020 
AAA1     1 Israel Confirmed cc1=  .997687 cc2=  .862847 lx=  9.72808 if=  65 il= 119 5/20/2020  n=  54 now=   18180 end=      16782     16667     16455 U=     9.79 T=   70.3 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  65. x2= 119. y1=   .54 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997714 cc2=  .862847 lx=  9.72908 if=  65 il= 119 5/20/2020  n=  54 now=   18180 end=      16782     16667     16455 U=     9.79 T=   70.3 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  65. x2= 119. y1=   .54 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    93 4/24/2020 
AAA1     1 Israel Confirmed cc1=  .997618 cc2=  .861535 lx=  9.72808 if=  66 il= 119 5/20/2020  n=  53 now=   18180 end=      16782     16667     16455 U=     9.80 T=   70.2 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  66. x2= 119. y1=   .43 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997626 cc2=  .861535 lx=  9.72908 if=  66 il= 119 5/20/2020  n=  53 now=   18180 end=      16782     16667     16455 U=     9.80 T=   70.2 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  66. x2= 119. y1=   .43 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    93 4/24/2020 
AAA1     1 Israel Confirmed cc1=  .997560 cc2=  .860199 lx=  9.72808 if=  67 il= 119 5/20/2020  n=  52 now=   18180 end=      16782     16667     16455 U=     9.82 T=   70.1 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  67. x2= 119. y1=   .32 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997560 cc2=  .860199 lx=  9.72808 if=  67 il= 119 5/20/2020  n=  52 now=   18180 end=      16782     16667     16455 U=     9.82 T=   70.1 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  67. x2= 119. y1=   .32 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    93 4/24/2020 
AAA1     1 Israel Confirmed cc1=  .997518 cc2=  .858843 lx=  9.72808 if=  68 il= 119 5/20/2020  n=  51 now=   18180 end=      16782     16667     16455 U=     9.77 T=   70.4 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  68. x2= 119. y1=   .24 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997518 cc2=  .858843 lx=  9.72808 if=  68 il= 119 5/20/2020  n=  51 now=   18180 end=      16782     16667     16455 U=     9.77 T=   70.4 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  68. x2= 119. y1=   .24 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    93 4/24/2020 
AAA1     1 Israel Confirmed cc1=  .997453 cc2=  .857425 lx=  9.72808 if=  69 il= 119 5/20/2020  n=  50 now=   18180 end=      16782     16667     16455 U=     9.78 T=   70.3 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  69. x2= 119. y1=   .13 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997453 cc2=  .857425 lx=  9.72808 if=  69 il= 119 5/20/2020  n=  50 now=   18180 end=      16782     16667     16455 U=     9.78 T=   70.3 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  69. x2= 119. y1=   .13 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    93 4/24/2020 
AAA1     1 Israel Confirmed cc1=  .997395 cc2=  .854538 lx=  9.72808 if=  71 il= 119 5/20/2020  n=  48 now=   18180 end=      16782     16667     16455 U=     9.86 T=   69.9 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  71. x2= 119. y1=  -.11 y2= -4.98 BEST
AAA2     1 Israel Confirmed cc1=  .997403 cc2=  .854538 lx=  9.72708 if=  71 il= 119 5/20/2020  n=  48 now=   18180 end=      16782     16667     16455 U=     9.86 T=   69.9 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  71. x2= 119. y1=  -.11 y2= -4.98 BEST
GP: Confirmed Israel 5/20/2020       119   18180    16782   16667    16455    49    93 4/24/2020 
AAA1     1 Israel Confirmed cc1=  .997452 cc2=  .853114 lx=  9.72808 if=  72 il= 119 5/20/2020  n=  47 now=   18180 end=      16782     16667     16455 U=     9.85 T=   70.0 p1=  -7.7 p2=   108.3 ed=    93 4/24/2020   x1=  72. x2= 119. y1=  -.20 y2= -4.98 BEST
