Country_Region,Country_Region_Safe,Province_State,Province_State_Safe,County_Name,County_Name_Safe,Case_Type,Source,Last_Update_Date,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20
Antigua and Barbuda,Antigua_and_Barbuda,,,,,Confirmed,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.429,0.571,0.714,0.857,1.0,1.0,1.0,1.0,1.286,1.571,1.857,2.714,3.571,4.429,5.286,5.857,6.429,7.0,7.286,8.429,9.571,10.714,11.857,13.571,15.286,16.714,17.286,18.143,19.0,20.143,20.714,21.286,21.857,22.429,22.714,23.0,23.0,23.0,23.143,23.286,23.429,23.571,23.714,23.857,24.0,24.0,24.0
Antigua and Barbuda,Antigua_and_Barbuda,,,,,Deaths,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.429,0.714,1.0,1.286,1.571,1.857,2.0,2.0,2.143,2.286,2.429,2.571,2.714,2.857,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Argentina,Argentina,,,,,Confirmed,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.315,0.472,0.787,2.047,3.936,5.826,8.345,11.179,14.014,18.58,22.674,27.87,34.798,42.828,52.276,64.557,79.831,99.355,134.153,172.73,222.959,271.456,335.226,407.813,491.58,567.002,648.722,753.746,858.769,958.125,1064.565,1184.39,1295.555,1411.128,1501.508,1605.587,1709.823,1821.618,1904.125,2012.928,2115.904,2218.094,2332.722,2454.909,2564.184,2687.473,2797.22,2912.636,3031.358,3141.735,3277.778,3425.473,3586.393,3752.195,3919.415,4091.987,4271.645,4428.0
Argentina,Argentina,,,,,Deaths,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.314,0.471,0.628,0.785,1.099,1.413,1.569,1.726,1.883,2.04,2.354,2.511,2.825,3.139,3.453,4.081,5.022,5.964,7.533,9.731,12.085,15.067,18.363,21.502,25.739,29.82,33.744,37.667,41.591,46.143,51.636,57.286,64.035,70.312,77.532,85.222,92.442,99.976,106.724,113.159,120.379,126.97,133.091,140.154,146.589,154.436,162.754,171.544,180.96,190.534,199.951,209.682,218.0
Armenia,Armenia,,,,,Confirmed,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,0.326,0.488,0.651,0.814,0.977,1.139,1.139,1.139,1.139,1.139,1.628,2.767,5.535,9.604,17.906,30.44,43.951,62.019,82.855,105.97,133.317,163.105,190.941,220.404,248.89,280.307,320.513,357.953,398.159,444.226,494.036,554.753,621.005,680.094,744.88,802.016,854.268,904.73,946.727,979.445,1011.513,1042.604,1076.137,1110.971,1148.411,1187.152,1230.126,1275.867,1321.12,1369.954,1424.322,1483.249,1542.5,1606.798,1676.631,1750.696,1827.039,1902.895,1977.611,2066.0
Armenia,Armenia,,,,,Deaths,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.314,0.471,0.941,1.412,1.882,2.51,3.451,4.392,5.333,5.961,6.745,7.529,8.314,8.784,9.569,10.51,11.451,12.392,13.647,14.902,16.157,17.255,18.353,19.451,20.706,21.961,23.059,24.0,25.255,26.51,27.765,28.863,29.804,30.745,32.0
Australia,Australia,Australian Capital Territory,Australian_Capital_Territory,,,Confirmed,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.429,0.715,1.001,1.43,2.003,2.718,3.862,6.437,10.729,16.022,21.171,28.181,36.192,45.061,53.358,59.938,65.803,72.24,77.104,81.252,84.399,87.117,89.692,91.981,94.127,95.987,97.703,99.134,100.135,100.993,101.995,102.567,102.996,102.996,102.996,102.996,103.282,103.425,103.568,103.711,103.997,104.426,104.856,105.142,105.428,105.714,106.0
Australia,Australia,Australian Capital Territory,Australian_Capital_Territory,,,Deaths,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.429,0.571,0.714,1.0,1.286,1.429,1.571,1.714,1.857,2.0,2.0,2.0,2.0,2.0,2.143,2.286,2.429,2.571,2.714,2.857,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Australia,Australia,New South Wales,New_South_Wales,,,Confirmed,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.431,1.006,1.582,2.157,2.732,3.307,3.882,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.026,4.313,4.601,5.895,8.483,11.071,14.234,17.685,22.286,28.325,34.364,40.546,46.729,56.218,68.296,82.099,99.784,122.07,151.113,185.908,223.435,270.02,346.943,418.545,505.964,615.525,746.653,897.91,1067.715,1229.037,1425.01,1599.559,1765.338,1920.477,2061.958,2187.909,2301.352,2388.34,2482.372,2561.739,2630.035,2692.292,2744.628,2784.455,2816.949,2843.405,2865.26,2883.089,2898.042,2909.4,2923.778,2938.157,2952.391,2964.612,2975.971,2984.023,2992.362,2998.832,3004.727,3011.485,3017.955,3025.0
Australia,Australia,New South Wales,New_South_Wales,,,Deaths,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.323,0.484,0.646,0.969,1.291,1.614,1.776,1.937,2.098,2.26,2.26,2.26,2.583,3.067,3.551,4.197,4.843,5.488,6.134,6.618,6.941,7.264,7.425,7.748,8.071,8.394,8.555,8.878,9.362,10.169,10.815,12.106,13.72,15.819,17.756,19.531,21.146,22.921,24.213,25.343,25.988,26.634,27.28,27.925,28.409,28.732,28.894,29.055,29.217,30.185,31.315,32.445,33.736,35.028,37.126,39.386,41.0
Australia,Australia,Northern Territory,Northern_Territory,,,Confirmed,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.286,0.286,0.286,0.286,0.429,0.429,0.429,0.571,0.714,0.857,1.0,1.0,1.0,1.0,1.286,1.571,2.143,2.714,3.429,4.143,5.714,7.0,8.714,10.143,11.571,13.143,15.0,16.286,17.714,19.286,21.0,22.857,24.429,25.714,26.714,27.571,27.857,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
Australia,Australia,Northern Territory,Northern_Territory,,,Deaths,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,Australia,Queensland,Queensland,,,Confirmed,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.573,0.859,1.289,1.575,1.861,2.291,2.577,2.72,3.15,3.436,3.866,4.295,4.582,4.868,5.011,5.011,5.011,5.011,5.011,5.011,5.011,5.011,5.011,5.011,5.011,5.011,5.011,5.011,5.011,5.011,5.584,6.156,6.729,7.588,8.447,9.593,10.738,11.311,12.17,13.029,14.031,15.32,16.322,19.472,24.196,30.782,38.371,46.961,57.556,75.309,96.642,121.698,150.046,185.983,231.655,281.623,331.591,384.708,442.551,499.391,552.365,601.903,650.296,699.262,744.791,784.164,820.1,853.317,880.663,903.857,920.752,933.924,944.519,955.4,964.849,974.012,982.03,988.902,994.916,1000.786,1005.94,1010.522,1014.244,1017.824,1021.403,1024.123,1025.698,1027.273,1029.277,1030.709,1031.998,1033.0
Australia,Australia,Queensland,Queensland,,,Deaths,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.429,0.714,1.0,1.286,1.571,2.0,2.429,2.857,3.143,3.429,3.714,4.0,4.0,4.0,4.143,4.286,4.429,4.571,4.714,4.857,5.0,5.143,5.286,5.429,5.571,5.714,5.857,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Australia,Australia,South Australia,South_Australia,,,Confirmed,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.429,0.714,1.0,1.286,1.571,1.857,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.143,2.286,2.429,2.571,3.0,3.429,4.143,4.714,5.286,5.857,6.429,7.0,7.571,8.857,10.571,12.429,15.571,18.714,22.714,27.429,32.286,39.143,50.571,65.571,85.714,104.714,132.286,161.857,193.286,221.714,246.143,270.0,298.143,317.0,336.857,354.0,369.429,384.571,395.143,402.0,409.571,414.143,417.286,420.429,423.0,426.143,428.714,430.571,431.571,432.429,433.286,434.143,434.714,435.429,436.143,436.571,437.0,437.429,437.857,438.0,438.0,438.0
Australia,Australia,South Australia,South_Australia,,,Deaths,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.429,0.857,1.286,1.714,2.286,2.857,3.286,3.571,3.714,3.857,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Australia,Australia,Tasmania,Tasmania,,,Confirmed,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.295,0.443,0.59,0.738,0.885,1.18,1.328,1.475,1.77,2.065,2.656,3.246,3.836,4.573,5.311,6.344,7.377,8.114,9.737,12.097,15.196,18.294,22.13,27.588,33.047,39.833,46.324,51.931,57.979,62.848,66.536,70.519,73.175,75.535,78.486,81.437,85.715,91.469,98.55,106.369,113.893,122.45,133.662,143.547,152.103,160.66,168.774,177.921,186.183,191.494,197.395,203.001,206.985,209.788,212.296,214.361,216.869,218.935,221.0
Australia,Australia,Tasmania,Tasmania,,,Deaths,jhu,2020-05-01 20:05:53.168875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169,0.506,0.844,1.182,1.519,1.857,2.195,2.364,2.532,2.701,3.039,3.377,3.883,4.39,5.065,5.571,6.078,6.584,7.091,7.429,7.766,7.935,8.104,8.442,8.779,9.286,9.961,10.636,11.312,12.156,13.0
