Country_Region,Country_Region_Safe,Case_Type,Source,Last_Update_Date,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20
Cote d'Ivoire,Cote_d_Ivoire,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.322,0.483,0.644,0.805,0.966,1.126,1.448,1.77,2.092,2.414,2.736,3.057,3.54,3.862,4.345,4.828,5.31,5.793,6.276,6.92,7.563,8.046,9.172,10.46,11.747,13.034,14.0
Croatia,Croatia,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.592,1.036,1.777,2.665,3.702,4.738,5.922,6.959,7.995,8.884,9.772,10.512,11.253,11.993,13.325,14.658,17.767,21.617,27.095,33.758,41.309,50.489,63.222,77.436,102.31,132.663,170.863,217.798,271.248,328.992,396.804,463.579,531.539,601.868,673.678,750.818,827.217,900.212,969.652,1039.093,1103.055,1164.501,1220.764,1279.396,1340.989,1401.398,1463.288,1526.658,1589.14,1648.068,1704.924,1752.155,1796.277,1836.402,1870.604,1900.808,1931.753,1959.885,1988.757,2016.0
Croatia,Croatia,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.313,0.47,0.626,0.783,0.939,1.096,1.409,1.722,2.348,3.13,3.913,4.696,5.478,6.104,6.887,7.983,9.391,10.957,12.835,14.87,16.904,18.939,20.348,21.6,23.009,25.043,27.235,29.583,31.93,34.748,38.504,41.948,44.609,46.957,49.304,51.652,54.0
Cuba,Cuba,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483,1.127,1.771,2.415,3.059,3.864,4.991,6.279,8.21,10.947,15.938,21.733,28.656,36.705,45.72,56.024,71.8,88.543,109.471,131.688,156.641,183.365,213.791,240.998,270.137,299.115,332.922,372.364,417.762,465.253,518.701,574.886,635.417,694.982,752.455,808.318,866.112,925.033,983.955,1042.071,1101.797,1162.168,1222.216,1280.493,1337.0
Cuba,Cuba,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.351,0.526,0.701,0.876,1.052,1.227,1.227,1.402,1.577,1.928,2.278,2.804,3.68,4.557,5.258,5.959,6.485,7.361,8.237,9.113,10.165,11.742,13.32,15.072,16.825,18.928,20.68,22.784,24.887,27.691,30.495,33.299,35.928,38.907,41.711,44.515,47.67,51.0
Cyprus,Cyprus,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.733,1.614,2.494,4.547,8.361,12.175,16.722,23.03,29.337,38.285,46.059,54.567,64.689,76.863,88.305,100.48,112.068,126.003,139.938,157.394,174.116,194.359,221.936,252.74,287.064,323.296,357.327,391.798,425.829,456.047,486.557,515.748,543.618,571.049,599.946,629.43,657.153,682.237,704.973,726.242,745.898,762.034,775.089,786.09,794.891,802.812,810.0
Cyprus,Cyprus,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.311,0.778,1.244,1.711,2.489,3.267,3.889,4.822,5.6,6.533,7.622,8.556,9.489,10.111,10.422,10.578,10.578,10.578,10.422,10.267,10.578,11.044,11.511,11.978,12.289,12.6,12.911,13.067,13.067,13.067,13.222,13.378,13.689,14.0
Czechia,Czechia,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.889,1.63,2.815,4.593,7.26,10.075,14.223,18.371,23.705,36.002,48.151,66.374,91.561,124.452,164.01,216.606,271.868,360.763,463.287,582.702,711.154,850.125,997.986,1174.293,1356.675,1570.91,1813.295,2064.717,2326.215,2609.787,2884.471,3170.858,3439.319,3712.076,3974.314,4244.108,4497.309,4764.584,5018.081,5261.207,5462.552,5670.565,5853.835,6015.919,6149.853,6277.861,6398.905,6513.727,6625.586,6750.186,6886.787,7022.499,7134.209,7241.475,7352.0
Czechia,Czechia,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.305,0.762,1.676,3.047,4.418,6.094,8.379,11.73,15.996,21.023,26.355,33.058,40.37,48.14,56.519,65.202,74.342,84.702,94.756,105.42,116.236,126.138,137.259,147.466,156.15,164.376,172.298,179.61,187.379,193.473,199.871,206.117,212.363,218.0
Denmark,Denmark,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.305,0.763,1.374,1.985,2.901,4.58,6.107,9.618,12.824,17.862,31.298,70.687,136.793,229.312,348.395,472.363,600.302,728.698,844.88,947.475,1040.299,1121.672,1210.832,1308.389,1405.946,1511.746,1625.639,1747.47,1879.225,2023.652,2183.956,2364.566,2566.244,2784.258,3020.897,3287.461,3577.993,3882.877,4206.539,4546.537,4898.748,5243.326,5559.05,5852.483,6128.512,6378.587,6598.432,6793.698,6983.621,7175.07,7365.298,7550.182,7733.082,7913.997,8102.087,8284.834,8458.879,8643.0
Denmark,Denmark,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.467,0.933,1.555,2.177,3.11,4.51,6.376,8.086,11.352,15.706,20.371,25.814,32.501,40.587,49.762,58.004,67.023,77.908,90.66,104.189,119.118,135.757,152.862,170.435,188.162,205.89,222.685,238.08,252.697,267.937,282.865,297.016,310.079,323.919,337.292,350.044,362.329,373.37,385.033,396.385,406.804,418.0
Diamond Princess,Diamond_Princess,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.714,17.429,26.571,45.857,65.143,90.143,115.143,137.571,169.571,211.143,256.714,314.857,378.571,444.143,503.571,553.429,601.429,635.286,656.571,668.571,678.714,688.857,699.0,701.0,703.0,705.143,705.286,705.429,705.571,705.714,705.857,706.0,706.0,706.0,706.0,706.0,706.0,706.0,706.0,706.0,706.857,707.714,708.571,709.429,710.286,711.143,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0
Diamond Princess,Diamond_Princess,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.571,0.857,1.286,1.714,2.143,2.714,3.0,3.571,4.143,4.571,5.0,5.429,5.714,6.0,6.0,6.0,6.0,6.0,6.0,6.143,6.286,6.429,6.571,6.714,6.857,7.0,7.0,7.0,7.0,7.143,7.286,7.429,7.857,8.286,8.714,9.143,9.429,9.714,10.0,10.0,10.143,10.286,10.429,10.571,10.714,10.857,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.143,11.286,11.429,11.714,12.0,12.286,12.571,12.714,12.857,13.0,13.0,13.0
Djibouti,Djibouti,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.305,0.458,0.611,0.763,1.221,1.679,3.205,4.732,6.411,8.395,10.99,13.279,17.4,20.758,25.185,30.832,36.327,42.585,53.575,62.733,78.302,92.802,108.218,129.129,152.787,184.535,226.205,271.995,341.597,430.43,513.616,610.081,693.725,782.558,864.829,925.119,965.873,1008.0
Djibouti,Djibouti,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.429,0.714,1.0,1.286,1.571,1.857,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Dominica,Dominica,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.429,0.714,1.714,3.286,4.857,6.429,7.857,9.143,10.571,11.286,11.429,11.571,12.0,12.429,13.0,13.429,13.857,14.286,14.857,15.143,15.429,15.571,15.714,15.857,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Dominica,Dominica,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,Dominican_Republic,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.319,0.478,0.637,0.796,1.115,1.433,2.071,2.708,3.345,3.982,4.619,5.097,6.53,7.486,8.442,10.99,13.538,18.157,28.829,44.916,75.337,112.608,158.957,218.048,290.359,371.43,468.11,572.754,677.239,804.181,946.255,1088.329,1232.791,1355.274,1496.392,1644.041,1778.947,1910.668,2065.005,2245.305,2447.744,2642.379,2855.648,3067.485,3306.876,3530.817,3770.685,4021.703,4294.542,4580.76,4860.766,5129.305,5414.089,5672.593,5926.0
Dominican Republic,Dominican_Republic,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.308,0.617,0.925,1.233,1.696,2.158,2.929,4.316,5.549,8.324,12.332,17.881,23.893,30.83,38.075,45.783,53.182,59.348,65.976,72.759,80.004,87.866,96.806,105.747,116.075,130.103,144.13,157.233,169.719,181.743,193.15,205.791,213.96,222.901,232.458,243.403,254.04,264.368,273.0
Ecuador,Ecuador,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399,2.797,4.429,6.76,9.79,12.82,15.851,17.716,19.813,21.678,23.31,24.242,25.175,28.671,31.935,37.063,47.086,68.997,111.421,193.006,304.427,481.816,701.861,940.555,1188.106,1468.757,1755.003,2061.994,2326.562,2555.232,2825.161,3192.292,3602.546,4015.831,4398.579,4799.976,5216.058,5567.338,5964.073,6384.117,7268.262,8152.173,9042.612,9924.193,10823.023,11617.424,12377.327,12677.792,13089.212,13555.876,14161.7,14813.212,15510.645,16200.152,19526.242,22719.0
Ecuador,Ecuador,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.614,0.922,1.229,1.536,1.997,2.765,3.533,5.376,7.834,11.674,15.667,20.429,25.19,31.488,38.246,44.698,52.07,62.054,75.264,92.006,111.053,129.792,149.914,167.731,190.618,213.965,237.312,259.277,282.778,307.968,335.309,357.734,377.856,396.902,418.56,440.218,463.565,486.758,509.645,533.76,557.568,576.0
Egypt,Egypt,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.333,0.5,0.666,0.833,0.999,1.166,1.166,1.166,1.166,1.166,1.166,1.166,1.166,1.166,1.166,1.333,1.499,1.666,1.832,2.165,4.498,6.83,14.659,23.487,32.982,42.644,53.305,64.132,79.79,89.951,105.776,128.597,151.252,182.735,216.883,247.7,283.847,319.827,354.142,397.452,437.264,479.075,526.049,573.024,621.331,672.637,726.441,788.074,862.867,945.156,1039.105,1150.045,1273.312,1403.408,1542.333,1677.094,1821.849,1970.435,2115.024,2264.943,2422.358,2584.604,2759.509,2941.577,3121.314,3311.711,3501.608,3693.838,3896.728,4104.616,4319.0
Egypt,Egypt,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.32,0.48,0.641,0.801,1.121,1.441,1.601,1.762,2.242,3.043,3.844,4.804,6.086,8.007,10.73,13.292,15.694,18.577,22.1,26.264,30.428,33.951,38.115,43.079,48.524,54.29,59.895,65.98,73.027,80.714,88.881,98.49,109.54,121.551,134.523,147.174,160.626,173.438,185.93,197.14,209.631,222.443,236.215,249.988,264.882,279.455,293.708,307.0
El Salvador,El_Salvador,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,0.326,0.816,1.306,1.795,2.611,4.08,6.038,7.996,10.608,14.035,18.441,22.847,26.6,31.17,36.555,42.593,48.795,55.159,62.666,72.621,82.739,94.325,104.443,114.724,125.821,137.408,148.179,158.133,167.925,179.675,192.077,205.296,217.699,230.428,244.462,260.292,274.0
El Salvador,El_Salvador,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.308,0.615,0.923,1.385,1.846,2.462,2.923,3.538,4.154,4.769,5.231,5.692,6.0,6.308,6.462,6.462,6.615,6.769,6.923,7.077,7.231,7.385,7.692,7.846,8.0
Equatorial Guinea,Equatorial_Guinea,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.586,0.879,2.05,3.807,5.564,7.321,8.785,11.128,13.471,14.935,16.692,18.449,20.207,21.964,22.842,23.721,25.478,26.356,27.528,28.699,29.871,31.042,32.213,33.092,33.97,34.556,35.142,36.606,38.07,45.392,55.056,64.72,82.583,100.447,117.432,134.418,146.717,156.381,166.045,205.58,258.0
Equatorial Guinea,Equatorial_Guinea,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,1.0
Eritrea,Eritrea,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.286,0.429,0.571,1.143,2.0,2.857,3.571,5.143,6.714,8.714,10.286,12.571,14.857,18.143,20.571,23.286,25.571,28.143,29.714,31.429,32.143,32.857,33.286,33.714,34.0,34.286,34.429,35.143,35.857,36.571,37.286,37.857,38.429,39.0,39.0
Eritrea,Eritrea,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,Estonia,Confirmed,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.297,0.446,0.594,0.743,1.04,1.337,1.634,2.971,4.308,5.645,6.982,8.468,10.547,12.479,22.729,38.327,62.245,91.213,122.855,158.806,196.093,226.398,254.772,277.798,299.636,321.028,342.717,382.976,426.354,476.714,529.154,583.08,638.936,694.645,742.182,799.525,858.056,920.152,978.534,1038.55,1098.864,1150.71,1194.831,1234.198,1265.691,1298.968,1332.244,1364.184,1397.906,1427.765,1458.665,1491.198,1521.355,1547.947,1571.567,1595.039,1616.728,1635.0
Estonia,Estonia,Deaths,jhu,2020-04-27 02:25:40.834103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.303,0.454,0.605,1.059,1.513,2.118,2.724,4.237,5.901,7.717,9.533,11.954,14.526,17.401,19.368,21.184,22.849,24.362,25.724,27.237,28.901,30.717,32.836,34.954,37.224,39.039,40.855,42.217,43.579,44.789,46.0
