TAB:  US_Ohio_Franklin Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Ohio_Franklin Confirmed 5/28/2020   127     5566     6667     7584        4     6196    17598     9270
TAB:  US_Ohio_Franklin Confirmed .           128     5674     6667     7674        4     7031    14505     9282
TAB:  US_Ohio_Franklin Confirmed 5/30/2020   129     5773     6667     7512        7     7512    14901     9975
TAB:  US_Ohio_Franklin Confirmed .           130     5862     6667     7758       10     7758    13670    10221
TAB:  US_Ohio_Franklin Confirmed 6/1/2020    131     5933     6667     7744        6     7176    15418     9592
TAB:  US_Ohio_Franklin Confirmed .           132     5996     6667     7730        5     6383    10693     8915
TAB:  US_Ohio_Franklin Confirmed 6/3/2020    133     6112     6667     7939       10     7849    10630     9105
TAB:  US_Ohio_Franklin Confirmed .           134     6216     6667     8005       10     8005    28941     9975
TAB:  US_Ohio_Franklin Confirmed 6/5/2020    135     6323     6667     8251       12     8005    15148     9975
TAB:  US_Ohio_Franklin Confirmed .           136     6406     6667     8251        9     8005    17118    10221
TAB:  US_Ohio_Franklin Confirmed 6/7/2020    137     6512     6667     8497       11     8251    41995    11207
TAB:  US_Ohio_Franklin Confirmed .           138     6586     6667     8497        8     7758    19581    10221
TAB:  US_Ohio_Franklin Confirmed 6/9/2020    139     6667     6667     8744       13     7758    34606    11453
