TAB:  US_Massachusetts_Bristol Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Massachusetts_Bristol Confirmed 1/23/2020     1        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .             2        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 1/25/2020     3        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .             4        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 1/27/2020     5        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .             6        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 1/29/2020     7        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .             8        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 1/31/2020     9        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            10        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/2/2020     11        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            12        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/4/2020     13        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            14        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/6/2020     15        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            16        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/8/2020     17        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            18        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/10/2020    19        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            20        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/12/2020    21        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            22        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/14/2020    23        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            24        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/16/2020    25        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            26        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/18/2020    27        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            28        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/20/2020    29        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            30        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/22/2020    31        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            32        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/24/2020    33        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            34        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/26/2020    35        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            36        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 2/28/2020    37        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            38        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 3/1/2020     39        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            40        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 3/3/2020     41        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            42        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 3/5/2020     43        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            44        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 3/7/2020     45        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            46        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 3/9/2020     47        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            48        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 3/11/2020    49        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            50        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 3/13/2020    51        0     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            52        1     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 3/15/2020    53        1     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            54        2     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 3/17/2020    55        5     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            56        5     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 3/19/2020    57        6     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            58        6     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 3/21/2020    59       14     7728      366        1      366      366      366
TAB:  US_Massachusetts_Bristol Confirmed .            60       24     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 3/23/2020    61       25     7728     5852        1     5852     5852     5852
TAB:  US_Massachusetts_Bristol Confirmed .            62       31     7728      142        2      142    16131     6994
TAB:  US_Massachusetts_Bristol Confirmed 3/25/2020    63       67     7728    11277        1    11277    11277    11277
TAB:  US_Massachusetts_Bristol Confirmed .            64       90     7728    11277        1    11277    11277    11277
TAB:  US_Massachusetts_Bristol Confirmed 3/27/2020    65      129     7728    18129        1    18129    18129    18129
TAB:  US_Massachusetts_Bristol Confirmed .            66      179     7728      999        1      999    23840    23840
TAB:  US_Massachusetts_Bristol Confirmed 3/29/2020    67      208     7728      428        2      428    49250     5281
TAB:  US_Massachusetts_Bristol Confirmed .            68      263     7728      713        2      428    10421     2997
TAB:  US_Massachusetts_Bristol Confirmed 3/31/2020    69      306     7728      713        3      428    17273     1855
TAB:  US_Massachusetts_Bristol Confirmed .            70      366     7728      713        3      713    39543     1570
TAB:  US_Massachusetts_Bristol Confirmed 4/2/2020     71      424     7728      999        4      713    22698     3568
TAB:  US_Massachusetts_Bristol Confirmed .            72      517     7728     1855        4     1284    38972     4139
TAB:  US_Massachusetts_Bristol Confirmed 4/4/2020     73      601     7728     1570        2     1570    15274     3283
TAB:  US_Massachusetts_Bristol Confirmed .            74      659     7728     2256        2     1514    10107     2441
TAB:  US_Massachusetts_Bristol Confirmed 4/6/2020     75      722     7728     2113        2     1048     4727     2049
TAB:  US_Massachusetts_Bristol Confirmed .            76      768     7728     1769        3      925     3644     1745
TAB:  US_Massachusetts_Bristol Confirmed 4/8/2020     77      835     7728     1649        2     1096     3050     1631
TAB:  US_Massachusetts_Bristol Confirmed .            78      994     7728     2871        2     1869     3103     2298
TAB:  US_Massachusetts_Bristol Confirmed 4/10/2020    79     1086     7728     2209        2     2096     3582     2736
TAB:  US_Massachusetts_Bristol Confirmed .            80     1191     7728     2426        6     2426     4710     3568
TAB:  US_Massachusetts_Bristol Confirmed 4/12/2020    81     1327     7728     2712        6     2712     9564     4425
TAB:  US_Massachusetts_Bristol Confirmed .            82     1394     7728     2712        4     1855    12419     3854
TAB:  US_Massachusetts_Bristol Confirmed 4/14/2020    83     1435     7728     2839        4     1553    16341     3161
TAB:  US_Massachusetts_Bristol Confirmed .            84     1508     7728     1728        2     1728     3723     3143
TAB:  US_Massachusetts_Bristol Confirmed 4/16/2020    85     1605     7728     2758        2     1967     3411     2930
TAB:  US_Massachusetts_Bristol Confirmed .            86     1659     7728     2997       10     2141     3283     2712
TAB:  US_Massachusetts_Bristol Confirmed 4/18/2020    87     1698     7728     2685        4     2006     3045     2646
TAB:  US_Massachusetts_Bristol Confirmed .            88     1731     7728     2570        3     1808     2848     2453
TAB:  US_Massachusetts_Bristol Confirmed 4/20/2020    89     1731     7728     2539        3     1779     2736     2398
TAB:  US_Massachusetts_Bristol Confirmed .            90     1852     7728     2447        3     2144     2682     2447
TAB:  US_Massachusetts_Bristol Confirmed 4/22/2020    91     1908     7728     2426       18     2141     2997     2712
TAB:  US_Massachusetts_Bristol Confirmed .            92     2181     7728     2897        4     2866     3117     2960
TAB:  US_Massachusetts_Bristol Confirmed 4/24/2020    93     2697     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed .            94     2829     7728        0        0        0        0        0
TAB:  US_Massachusetts_Bristol Confirmed 4/26/2020    95     2923     7728     2997        1     2997     2997     2997
TAB:  US_Massachusetts_Bristol Confirmed .            96     3068     7728     3283        1     3283     3568     3568
TAB:  US_Massachusetts_Bristol Confirmed 4/28/2020    97     3270     7728     3854        1     3854     5281     4139
TAB:  US_Massachusetts_Bristol Confirmed .            98     3429     7728     4139        1     4139     8993     4996
TAB:  US_Massachusetts_Bristol Confirmed 4/30/2020    99     3580     7728     4139        1     4139    30406     4996
TAB:  US_Massachusetts_Bristol Confirmed .           100     3792     7728     4710        1     4710    28408     6423
TAB:  US_Massachusetts_Bristol Confirmed 5/2/2020    101     3916     7728     4996        2     4710    23554     6423
TAB:  US_Massachusetts_Bristol Confirmed .           102     4019     7728     4842        2     4842    10468     5672
TAB:  US_Massachusetts_Bristol Confirmed 5/4/2020    103     4103     7728     5678        2     4351     7044     4975
TAB:  US_Massachusetts_Bristol Confirmed .           104     4235     7728     5071        3     4794     6144     5071
TAB:  US_Massachusetts_Bristol Confirmed 5/6/2020    105     4380     7728     5281        5     4996     6709     5852
TAB:  US_Massachusetts_Bristol Confirmed .           106     4529     7728     6138        4     5281     6709     6138
TAB:  US_Massachusetts_Bristol Confirmed 5/8/2020    107     4670     7728     5852        3     5567    11277     6994
TAB:  US_Massachusetts_Bristol Confirmed .           108     4847     7728     6138        4     6138    43540     9279
TAB:  US_Massachusetts_Bristol Confirmed 5/10/2020   109     4931     7728     6138        4     6138    20699     9850
TAB:  US_Massachusetts_Bristol Confirmed .           110     4999     7728     6138        5     5281    29264     8708
TAB:  US_Massachusetts_Bristol Confirmed 5/12/2020   111     5125     7728     6245        2     5693    13422     7487
TAB:  US_Massachusetts_Bristol Confirmed .           112     5249     7728     6466        3     6338    11435     7803
TAB:  US_Massachusetts_Bristol Confirmed 5/14/2020   113     5440     7728     6709        4     6709    14703     9850
TAB:  US_Massachusetts_Bristol Confirmed .           114     5590     7728     6994        4     6994    29550    10135
