TAB:  US_New_York_Orange Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_New_York_Orange Confirmed 1/23/2020     1        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .             2        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 1/25/2020     3        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .             4        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 1/27/2020     5        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .             6        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 1/29/2020     7        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .             8        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 1/31/2020     9        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            10        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/2/2020     11        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            12        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/4/2020     13        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            14        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/6/2020     15        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            16        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/8/2020     17        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            18        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/10/2020    19        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            20        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/12/2020    21        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            22        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/14/2020    23        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            24        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/16/2020    25        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            26        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/18/2020    27        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            28        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/20/2020    29        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            30        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/22/2020    31        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            32        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/24/2020    33        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            34        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/26/2020    35        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            36        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 2/28/2020    37        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            38        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 3/1/2020     39        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            40        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 3/3/2020     41        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            42        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 3/5/2020     43        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            44        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 3/7/2020     45        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            46        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 3/9/2020     47        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            48        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 3/11/2020    49        0    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            50        2    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 3/13/2020    51        3    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            52        6    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 3/15/2020    53        6    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            54       11    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 3/17/2020    55       15    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            56       32    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 3/19/2020    57       51    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            58       84    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 3/21/2020    59      163    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            60      247    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed 3/23/2020    61      389    10533        0        0        0        0        0
TAB:  US_New_York_Orange Confirmed .            62      498    10533     2529        1     2529    15371    12647
TAB:  US_New_York_Orange Confirmed 3/25/2020    63      638    10533     1361        1     1361    18484     3696
TAB:  US_New_York_Orange Confirmed .            64      751    10533     1361        2     1361    11868     2918
TAB:  US_New_York_Orange Confirmed 3/27/2020    65      910    10533     1751        4     1751    73352     3307
TAB:  US_New_York_Orange Confirmed .            66     1101    10533     2318        3     2009    17468     4173
TAB:  US_New_York_Orange Confirmed 3/29/2020    67     1247    10533     2340        2     2340     8468     3106
TAB:  US_New_York_Orange Confirmed .            68     1435    10533     2612        2     2612     6034     3537
TAB:  US_New_York_Orange Confirmed 3/31/2020    69     1556    10533     2614        2     2457     4743     3177
TAB:  US_New_York_Orange Confirmed .            70     1756    10533     3098        2     2837     4327     3334
TAB:  US_New_York_Orange Confirmed 4/2/2020     71     1993    10533     3307        5     3307     7199     4864
TAB:  US_New_York_Orange Confirmed .            72     2397    10533     4475        5     4475    51561     6809
TAB:  US_New_York_Orange Confirmed 4/4/2020     73     2741    10533     5253        4     5253    33660     7588
TAB:  US_New_York_Orange Confirmed .            74     3187    10533     6420        3     6420    40665     7977
TAB:  US_New_York_Orange Confirmed 4/6/2020     75     3533    10533     7588        3     7588    54285    13036
TAB:  US_New_York_Orange Confirmed .            76     3829    10533     7977        4     6031    48837    10312
TAB:  US_New_York_Orange Confirmed 4/8/2020     77     4075    10533     8366        5     5253    55841    10701
TAB:  US_New_York_Orange Confirmed .            78     4309    10533     8309        3     5241    42827     9332
TAB:  US_New_York_Orange Confirmed 4/10/2020    79     4532    10533     5518        2     5407    20569     9086
TAB:  US_New_York_Orange Confirmed .            80     4847    10533     8371        4     6229    15751     9086
TAB:  US_New_York_Orange Confirmed 4/12/2020    81     5027    10533     6375        2     6306    12855     8744
TAB:  US_New_York_Orange Confirmed .            82     5598    10533     9144        5     8366    38719    11090
TAB:  US_New_York_Orange Confirmed 4/14/2020    83     5830    10533     9144        6     8755    42999    11090
TAB:  US_New_York_Orange Confirmed .            84     6048    10533     9533        6     8755    24710    10701
TAB:  US_New_York_Orange Confirmed 4/16/2020    85     6266    10533     9366        6     6923    31629    10724
TAB:  US_New_York_Orange Confirmed .            86     6514    10533     9431        4     7488    15260     9916
TAB:  US_New_York_Orange Confirmed 4/18/2020    87     6514    10533     9536        4     7118    10556     9321
TAB:  US_New_York_Orange Confirmed .            88     6514    10533     9042        4     6837     9943     9042
TAB:  US_New_York_Orange Confirmed 4/20/2020    89     6514    10533     8798        3     6722     9364     8703
TAB:  US_New_York_Orange Confirmed .            90     7029    10533     9144        8     8366     9533     9144
TAB:  US_New_York_Orange Confirmed 4/22/2020    91     7152    10533     8755       11     8366     9144     8755
TAB:  US_New_York_Orange Confirmed .            92     6816    10533     6997        5     6997     8774     8552
TAB:  US_New_York_Orange Confirmed 4/24/2020    93     7155    10533     8644        5     8122     8644     8383
TAB:  US_New_York_Orange Confirmed .            94     7973    10533     9358        5     9261     9650     9455
TAB:  US_New_York_Orange Confirmed 4/26/2020    95     8106    10533     9533        5     9533     9923     9923
TAB:  US_New_York_Orange Confirmed .            96     8238    10533     9533        5     8366    11479     9923
TAB:  US_New_York_Orange Confirmed 4/28/2020    97     8374    10533     9923        8     8366    10312     9144
TAB:  US_New_York_Orange Confirmed .            98     8488    10533    10312        9     8755    10312     9923
TAB:  US_New_York_Orange Confirmed 4/30/2020    99     8650    10533    10312       11     8755    11479     9923
TAB:  US_New_York_Orange Confirmed .           100     8751    10533    10701        9     9144    16927    11868
TAB:  US_New_York_Orange Confirmed 5/2/2020    101     8910    10533    10312       11     9144    55452    11868
TAB:  US_New_York_Orange Confirmed .           102     8967    10533    10617       10     9273    41528    11423
TAB:  US_New_York_Orange Confirmed 5/4/2020    103     9015    10533    10528        9     9172    15859    10437
TAB:  US_New_York_Orange Confirmed .           104     9144    10533    10552        9     9459    12328    10415
TAB:  US_New_York_Orange Confirmed 5/6/2020    105     9215    10533    10525       10     9506    11425    10405
TAB:  US_New_York_Orange Confirmed .           106     9328    10533    10312       16     9533    11479    10701
TAB:  US_New_York_Orange Confirmed 5/8/2020    107     9402    10533    10701       19     9533    11479    10701
TAB:  US_New_York_Orange Confirmed .           108     9486    10533    10701       27     9923    13036    10701
TAB:  US_New_York_Orange Confirmed 5/10/2020   109     9543    10533    10516       12     9934    11485    10516
TAB:  US_New_York_Orange Confirmed .           110     9584    10533    10554       17     9794    10771    10337
TAB:  US_New_York_Orange Confirmed 5/12/2020   111     9632    10533    10451       17     9813    10558    10239
TAB:  US_New_York_Orange Confirmed .           112     9693    10533    10451       17    10026    10558    10345
TAB:  US_New_York_Orange Confirmed 5/14/2020   113     9771    10533    10312       37    10312    11479    10701
TAB:  US_New_York_Orange Confirmed .           114     9825    10533    10312       31    10312    12257    10701
TAB:  US_New_York_Orange Confirmed 5/16/2020   115     9879    10533    10701       33    10312    42999    12647
TAB:  US_New_York_Orange Confirmed .           116     9943    10533    10701       33    10312    17316    11090
TAB:  US_New_York_Orange Confirmed 5/18/2020   117     9965    10533    10701       36    10312    13036    11090
TAB:  US_New_York_Orange Confirmed .           118     9988    10533    10540       25    10093    11100    10540
TAB:  US_New_York_Orange Confirmed 5/20/2020   119    10043    10533    10554       27    10337    10771    10554
TAB:  US_New_York_Orange Confirmed .           120    10092    10533    10550       30    10441    10879    10660
TAB:  US_New_York_Orange Confirmed 5/22/2020   121    10142    10533    10701       50    10312    11868    11090
TAB:  US_New_York_Orange Confirmed .           122    10197    10533    10701       51    10701    20429    11479
TAB:  US_New_York_Orange Confirmed 5/24/2020   123    10225    10533    10701       50    10701    14981    11479
TAB:  US_New_York_Orange Confirmed .           124    10244    10533    10701       51    10312    11868    11090
TAB:  US_New_York_Orange Confirmed 5/26/2020   125    10277    10533    10639       36    10411    11324    10982
TAB:  US_New_York_Orange Confirmed .           126    10292    10533    10660       38    10441    10879    10660
TAB:  US_New_York_Orange Confirmed 5/28/2020   127    10325    10533    10701       67    10312    11090    10701
TAB:  US_New_York_Orange Confirmed .           128    10361    10533    10701       69    10701    11090    11090
TAB:  US_New_York_Orange Confirmed 5/30/2020   129    10389    10533    10701       69    10701    11479    11090
TAB:  US_New_York_Orange Confirmed .           130    10406    10533    10701       71    10701    14203    11090
TAB:  US_New_York_Orange Confirmed 6/1/2020    131    10422    10533    10620       31    10552    11440    10757
TAB:  US_New_York_Orange Confirmed .           132    10449    10533    10737       32    10621    11087    10854
TAB:  US_New_York_Orange Confirmed 6/3/2020    133    10460    10533    10770       36    10550    10879    10770
TAB:  US_New_York_Orange Confirmed .           134    10471    10533    10771       40    10554    10771    10663
TAB:  US_New_York_Orange Confirmed 6/5/2020    135    10484    10533    10664       29    10556    10664    10664
TAB:  US_New_York_Orange Confirmed .           136    10508    10533    10759       57    10646    11098    10759
TAB:  US_New_York_Orange Confirmed 6/7/2020    137    10514    10533    10701       82    10701    10701    10701
TAB:  US_New_York_Orange Confirmed .           138    10523    10533    10701       83    10701    10701    10701
TAB:  US_New_York_Orange Confirmed 6/9/2020    139    10533    10533    10664       31    10664    10664    10664
