TAB:  US_Colorado_Adams Deaths    Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Colorado_Adams Deaths    1/23/2020     1        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .             2        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    1/25/2020     3        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .             4        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    1/27/2020     5        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .             6        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    1/29/2020     7        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .             8        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    1/31/2020     9        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            10        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/2/2020     11        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            12        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/4/2020     13        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            14        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/6/2020     15        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            16        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/8/2020     17        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            18        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/10/2020    19        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            20        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/12/2020    21        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            22        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/14/2020    23        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            24        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/16/2020    25        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            26        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/18/2020    27        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            28        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/20/2020    29        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            30        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/22/2020    31        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            32        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/24/2020    33        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            34        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/26/2020    35        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            36        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    2/28/2020    37        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            38        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/1/2020     39        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            40        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/3/2020     41        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            42        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/5/2020     43        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            44        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/7/2020     45        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            46        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/9/2020     47        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            48        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/11/2020    49        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            50        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/13/2020    51        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            52        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/15/2020    53        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            54        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/17/2020    55        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            56        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/19/2020    57        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            58        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/21/2020    59        0      140        0        0       67       67       67
TAB:  US_Colorado_Adams Deaths    .            60        0      140        0        0       67       67       67
TAB:  US_Colorado_Adams Deaths    3/23/2020    61        0      140        0        0      201      737      737
TAB:  US_Colorado_Adams Deaths    .            62        0      140        0        0      201     1273     1273
TAB:  US_Colorado_Adams Deaths    3/25/2020    63        0      140        0        0     1541     1541     1541
TAB:  US_Colorado_Adams Deaths    .            64        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/27/2020    65        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    .            66        0      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    3/29/2020    67        0      140        0        0      737      737      737
TAB:  US_Colorado_Adams Deaths    .            68        0      140        0        0     6231     6767     6767
TAB:  US_Colorado_Adams Deaths    3/31/2020    69        2      140        0        0     2211     2747     2747
TAB:  US_Colorado_Adams Deaths    .            70        2      140        0        0     1005     8375     1407
TAB:  US_Colorado_Adams Deaths    4/2/2020     71        7      140        0        0     1541    20703     2077
TAB:  US_Colorado_Adams Deaths    .            72        9      140        0        0      603    18023     1407
TAB:  US_Colorado_Adams Deaths    4/4/2020     73        9      140        0        0      469    15745     1005
TAB:  US_Colorado_Adams Deaths    .            74       10      140        0        0      469    14405     1139
TAB:  US_Colorado_Adams Deaths    4/6/2020     75       12      140        0        0      469    14003     1005
TAB:  US_Colorado_Adams Deaths    .            76       12      140       12        1       12       12       12
TAB:  US_Colorado_Adams Deaths    4/8/2020     77       14      140       38        1       38       38       38
TAB:  US_Colorado_Adams Deaths    .            78       14      140       15        2       15       23       19
TAB:  US_Colorado_Adams Deaths    4/10/2020    79       23      140        0        0      871    18693     1541
TAB:  US_Colorado_Adams Deaths    .            80       25      140        0        0        0        0        0
TAB:  US_Colorado_Adams Deaths    4/12/2020    81       26      140       28        1       28       28       28
TAB:  US_Colorado_Adams Deaths    .            82       26      140       28        3       28       28       28
TAB:  US_Colorado_Adams Deaths    4/14/2020    83       27      140       26        3       26       26       26
TAB:  US_Colorado_Adams Deaths    .            84       28      140       29        2       27       31       29
TAB:  US_Colorado_Adams Deaths    4/16/2020    85       29      140       28        4       28       33       33
TAB:  US_Colorado_Adams Deaths    .            86       31      140       33        4       33      622      622
TAB:  US_Colorado_Adams Deaths    4/18/2020    87       33      140       38        5       38       38       38
TAB:  US_Colorado_Adams Deaths    .            88       35      140       43        5       38       43       43
TAB:  US_Colorado_Adams Deaths    4/20/2020    89       37      140       43        4       43       49       49
TAB:  US_Colorado_Adams Deaths    .            90       46      140        0        0     1321     2180     1608
TAB:  US_Colorado_Adams Deaths    4/22/2020    91       46      140        0        0     1407     2211     1809
TAB:  US_Colorado_Adams Deaths    .            92       50      140      142        1      142      147      147
TAB:  US_Colorado_Adams Deaths    4/24/2020    93       57      140      235        2      199      235      235
TAB:  US_Colorado_Adams Deaths    .            94       57      140      209        2       74      240      209
TAB:  US_Colorado_Adams Deaths    4/26/2020    95       58      140      193        3       59      219      183
TAB:  US_Colorado_Adams Deaths    .            96       60      140       59        3       59      240      168
TAB:  US_Colorado_Adams Deaths    4/28/2020    97       61      140       59        3       59      240      157
TAB:  US_Colorado_Adams Deaths    .            98       62      140       64        6       64      152      131
TAB:  US_Colorado_Adams Deaths    4/30/2020    99       63      140       64        6       64      152      100
TAB:  US_Colorado_Adams Deaths    .           100       68      140      121        4       85      209      116
TAB:  US_Colorado_Adams Deaths    5/2/2020    101       68      140      109        2       84      125      111
TAB:  US_Colorado_Adams Deaths    .           102       68      140      100        4       80      116      100
TAB:  US_Colorado_Adams Deaths    5/4/2020    103       68      140       90        5       80      105       95
TAB:  US_Colorado_Adams Deaths    .           104       72      140       90        5       80      105       95
TAB:  US_Colorado_Adams Deaths    5/6/2020    105       75      140       95        7       90      317      100
TAB:  US_Colorado_Adams Deaths    .           106       78      140      100        8       95      105      100
TAB:  US_Colorado_Adams Deaths    5/8/2020    107       80      140      105        7      100      333      111
TAB:  US_Colorado_Adams Deaths    .           108       81      140      105        7       85      343      105
TAB:  US_Colorado_Adams Deaths    5/10/2020   109       81      140      105        9       80      452      105
TAB:  US_Colorado_Adams Deaths    .           110       81      140      105       10       80      240      105
TAB:  US_Colorado_Adams Deaths    5/12/2020   111       84      140      105       10       90      162      111
TAB:  US_Colorado_Adams Deaths    .           112       86      140      105       11       95      157      111
TAB:  US_Colorado_Adams Deaths    5/14/2020   113       91      140      111        9      111      757      261
TAB:  US_Colorado_Adams Deaths    .           114       99      140      131        6      121      147      137
TAB:  US_Colorado_Adams Deaths    5/16/2020   115      102      140      142        4      131      162      152
TAB:  US_Colorado_Adams Deaths    .           116      102      140      147        4      116      173      157
TAB:  US_Colorado_Adams Deaths    5/18/2020   117      102      140      147        4      100      173      152
TAB:  US_Colorado_Adams Deaths    .           118      104      140      105        5      105      984      157
TAB:  US_Colorado_Adams Deaths    5/20/2020   119      108      140      152        4      116      178      157
TAB:  US_Colorado_Adams Deaths    .           120      108      140      111        3      111      829      157
TAB:  US_Colorado_Adams Deaths    5/22/2020   121      111      140      157        5      116      726      162
TAB:  US_Colorado_Adams Deaths    .           122      112      140      121        6      116      891      168
TAB:  US_Colorado_Adams Deaths    5/24/2020   123      112      140      116        5      111      622      168
TAB:  US_Colorado_Adams Deaths    .           124      112      140      116        7      111     1026      162
TAB:  US_Colorado_Adams Deaths    5/26/2020   125      116      140      157        5      121      953      173
TAB:  US_Colorado_Adams Deaths    .           126      118      140      157        6      126      803      178
TAB:  US_Colorado_Adams Deaths    5/28/2020   127      118      140      157        8      121      679      178
TAB:  US_Colorado_Adams Deaths    .           128      120      140      157        8      121      628      173
TAB:  US_Colorado_Adams Deaths    5/30/2020   129      120      140      128        6      119      289      159
TAB:  US_Colorado_Adams Deaths    .           130      120      140      161        4      120      223      148
