TAB:  US_Massachusetts_Essex Deaths    Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Massachusetts_Essex Deaths    1/23/2020     1        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .             2        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    1/25/2020     3        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .             4        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    1/27/2020     5        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .             6        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    1/29/2020     7        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .             8        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    1/31/2020     9        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            10        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/2/2020     11        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            12        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/4/2020     13        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            14        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/6/2020     15        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            16        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/8/2020     17        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            18        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/10/2020    19        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            20        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/12/2020    21        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            22        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/14/2020    23        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            24        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/16/2020    25        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            26        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/18/2020    27        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            28        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/20/2020    29        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            30        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/22/2020    31        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            32        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/24/2020    33        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            34        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/26/2020    35        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            36        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    2/28/2020    37        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            38        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    3/1/2020     39        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            40        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    3/3/2020     41        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            42        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    3/5/2020     43        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            44        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    3/7/2020     45        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            46        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    3/9/2020     47        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            48        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    3/11/2020    49        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            50        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    3/13/2020    51        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            52        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    3/15/2020    53        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            54        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    3/17/2020    55        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            56        0     1016        0        0      279      279      279
TAB:  US_Massachusetts_Essex Deaths    3/19/2020    57        0     1016        0        0      282     1974      846
TAB:  US_Massachusetts_Essex Deaths    .            58        0     1016        0        0     8180    37518    37518
TAB:  US_Massachusetts_Essex Deaths    3/21/2020    59        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            60        0     1016        0        0     8744     8744     8744
TAB:  US_Massachusetts_Essex Deaths    3/23/2020    61        0     1016        0        0      846     2538     2538
TAB:  US_Massachusetts_Essex Deaths    .            62        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    3/25/2020    63        0     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            64        2     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    3/27/2020    65        2     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            66        3     1016        0        0     6488     6488     6488
TAB:  US_Massachusetts_Essex Deaths    3/29/2020    67        4     1016        0        0     2538    13822    13822
TAB:  US_Massachusetts_Essex Deaths    .            68        6     1016        0        0      846    39211     3103
TAB:  US_Massachusetts_Essex Deaths    3/31/2020    69       12     1016        0        0     1410    79268     8180
TAB:  US_Massachusetts_Essex Deaths    .            70       17     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    4/2/2020     71       18     1016      281        1      281      281      281
TAB:  US_Massachusetts_Essex Deaths    .            72       23     1016       18        1       18       93       56
TAB:  US_Massachusetts_Essex Deaths    4/4/2020     73       25     1016       30        1       30       43       34
TAB:  US_Massachusetts_Essex Deaths    .            74       27     1016       30        1       30       36       32
TAB:  US_Massachusetts_Essex Deaths    4/6/2020     75       29     1016       34        2       32       35       34
TAB:  US_Massachusetts_Essex Deaths    .            76       35     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    4/8/2020     77       50     1016        0        0     4231    15515     8180
TAB:  US_Massachusetts_Essex Deaths    .            78       50     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    4/10/2020    79       50     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            80       91     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    4/12/2020    81      101     1016        0        0        0        0        0
TAB:  US_Massachusetts_Essex Deaths    .            82      101     1016       93        1       93       93       93
TAB:  US_Massachusetts_Essex Deaths    4/14/2020    83      101     1016       93        3       93       93       93
TAB:  US_Massachusetts_Essex Deaths    .            84      140     1016      243        1      243     2345      731
TAB:  US_Massachusetts_Essex Deaths    4/16/2020    85      140     1016      168        1      168     1370      319
TAB:  US_Massachusetts_Essex Deaths    .            86      159     1016      206        3      206     2083      394
TAB:  US_Massachusetts_Essex Deaths    4/18/2020    87      178     1016      243        2      243     1069      394
TAB:  US_Massachusetts_Essex Deaths    .            88      209     1016      431        2      431     1595      656
TAB:  US_Massachusetts_Essex Deaths    4/20/2020    89      209     1016      394        2      319     1219      544
TAB:  US_Massachusetts_Essex Deaths    .            90      245     1016      544        2      506     3396      844
TAB:  US_Massachusetts_Essex Deaths    4/22/2020    91      245     1016      399        2      399     3374      623
TAB:  US_Massachusetts_Essex Deaths    .            92      245     1016      496        2      291      873      471
TAB:  US_Massachusetts_Essex Deaths    4/24/2020    93      245     1016      266        1      266      713      407
TAB:  US_Massachusetts_Essex Deaths    .            94      336     1016      882        1      882     1745      994
TAB:  US_Massachusetts_Essex Deaths    4/26/2020    95      347     1016     1032        2      994     3321     1107
TAB:  US_Massachusetts_Essex Deaths    .            96      359     1016     1032        3      356     4447     1144
TAB:  US_Massachusetts_Essex Deaths    4/28/2020    97      383     1016     1032        3      431     5836     1595
TAB:  US_Massachusetts_Essex Deaths    .            98      425     1016     1219        3      581     6925     1707
TAB:  US_Massachusetts_Essex Deaths    4/30/2020    99      448     1016     1294        4      544     6099     1520
TAB:  US_Massachusetts_Essex Deaths    .           100      460     1016     1219        3      544     4335     1370
TAB:  US_Massachusetts_Essex Deaths    5/2/2020    101      484     1016     1219        3      544     4372     1445
TAB:  US_Massachusetts_Essex Deaths    .           102      499     1016     1205        5      565     2277     1345
TAB:  US_Massachusetts_Essex Deaths    5/4/2020    103      512     1016     1177        3      564     1533     1142
TAB:  US_Massachusetts_Essex Deaths    .           104      527     1016      644        3      586     1372     1081
TAB:  US_Massachusetts_Essex Deaths    5/6/2020    105      561     1016     1107        5      656     1332     1032
