
  # Process COVID TAB data
p1= 148 il= 138
p1= 148 il= 137
p1= 148 il= 136
p1= 148 il= 135
p1= 148 il= 134
US_California_Santa_Clara=Deaths nl = 139, n1= 5 s1= 148 s2= 21904 SD= 0 frac%= 0
US_California_Santa_Clara=Deaths i:  56  56  -8  3/19/2020 p:      29     148 e: -80.4 r:   4.1   
US_California_Santa_Clara=Deaths i:  57  57  -7          . p:      13     148 e: -91.2 r:   5.4   
US_California_Santa_Clara=Deaths i:  58  58  -6  3/21/2020 p:       8     148 e: -94.6 r:   5.4   
US_California_Santa_Clara=Deaths i:  59  59  -5          . p:       8     148 e: -94.6 r:   5.4   
US_California_Santa_Clara=Deaths i:  60  60  -4  3/23/2020 p:      13     148 e: -91.2 r:   6.8   
US_California_Santa_Clara=Deaths i:  61  61  -3          . p:     353     148 e: 138.5 r:  10.8   
US_California_Santa_Clara=Deaths i:  62   0  -2  3/25/2020 p:     132     148 e: -10.8 r:  11.5 OK 1st
US_California_Santa_Clara=Deaths i:  63   1  -1          . p:      24     148 e: -83.8 r:  12.8   
US_California_Santa_Clara=Deaths i:  64   2   0  3/27/2020 p:      24     148 e: -83.8 r:  13.5   
US_California_Santa_Clara=Deaths i:  65   3   1          . p:      72     148 e: -51.4 r:  16.9   
US_California_Santa_Clara=Deaths i:  66   4   2  3/29/2020 p:      72     148 e: -51.4 r:  16.9   
US_California_Santa_Clara=Deaths i:  67   5   3          . p:      61     148 e: -58.8 r:  18.9   
US_California_Santa_Clara=Deaths i:  68   6   4  3/31/2020 p:      55     148 e: -62.8 r:  20.3   
US_California_Santa_Clara=Deaths i:  69   7   5          . p:      43     148 e: -70.9 r:  21.6   
US_California_Santa_Clara=Deaths i:  70   8   6   4/2/2020 p:      67     148 e: -54.7 r:  24.3   
US_California_Santa_Clara=Deaths i:  71   9   7          . p:      67     148 e: -54.7 r:  24.3   
US_California_Santa_Clara=Deaths i:  72  10   8   4/4/2020 p:      66     148 e: -55.4 r:  26.4   
US_California_Santa_Clara=Deaths i:  73  11   9          . p:      62     148 e: -58.1 r:  26.4   
US_California_Santa_Clara=Deaths i:  74  12  10   4/6/2020 p:      59     148 e: -60.1 r:  26.4   
US_California_Santa_Clara=Deaths i:  75  13  11          . p:      56     148 e: -62.2 r:  29.1   
US_California_Santa_Clara=Deaths i:  76  14  12   4/8/2020 p:      61     148 e: -58.8 r:  31.1   
US_California_Santa_Clara=Deaths i:  77  15  13          . p:      61     148 e: -58.8 r:  31.1   
US_California_Santa_Clara=Deaths i:  78  16  14  4/10/2020 p:      61     148 e: -58.8 r:  31.8   
US_California_Santa_Clara=Deaths i:  79  17  15          . p:      61     148 e: -58.8 r:  33.8   
US_California_Santa_Clara=Deaths i:  80  18  16  4/12/2020 p:      63     148 e: -57.4 r:  34.5   
US_California_Santa_Clara=Deaths i:  84  22  20  4/16/2020 p:      94     148 e: -36.5 r:  46.6   
US_California_Santa_Clara=Deaths i:  85  23  21          . p:      88     148 e: -40.5 r:  49.3   
US_California_Santa_Clara=Deaths i:  86  24  22  4/18/2020 p:      83     148 e: -43.9 r:  49.3   
US_California_Santa_Clara=Deaths i:  87  25  23          . p:      78     148 e: -47.3 r:  49.3   
US_California_Santa_Clara=Deaths i:  88  26  24  4/20/2020 p:     180     148 e:  21.6 r:  56.1   
US_California_Santa_Clara=Deaths i:  89  27  25          . p:     132     148 e: -10.8 r:  56.1 OK
US_California_Santa_Clara=Deaths i:  90  28  26  4/22/2020 p:       0     148 e: -100.0 r:  63.5   
US_California_Santa_Clara=Deaths i:  91  29  27          . p:       0     148 e: -100.0 r:  64.2   
US_California_Santa_Clara=Deaths i:  92  30  28  4/24/2020 p:      99     148 e: -33.1 r:  66.2   
