
  # Process COVID TAB data
p1= 282 il= 138
p1= 282 il= 137
p1= 282 il= 136
p1= 282 il= 135
p1= 282 il= 134
Italy_Sicilia=Deaths nl = 139, n1= 5 s1= 282 s2= 79524 SD= 0 frac%= 0
Italy_Sicilia=Deaths i:  57  57  -4          . p:       5     282 e: -98.2 r:   1.4   
Italy_Sicilia=Deaths i:  63  63   2          . p:     179     282 e: -36.5 r:  11.7   
Italy_Sicilia=Deaths i:  64  64   3  3/27/2020 p:      77     282 e: -72.7 r:  13.8   
Italy_Sicilia=Deaths i:  65  65   4          . p:     713     282 e: 152.8 r:  20.2   
Italy_Sicilia=Deaths i:  66  66   5  3/29/2020 p:     457     282 e:  62.1 r:  23.0   
Italy_Sicilia=Deaths i:  67  67   6          . p:     220     282 e: -22.0 r:  27.0   
Italy_Sicilia=Deaths i:  68  68   7  3/31/2020 p:      97     282 e: -65.6 r:  28.7   
Italy_Sicilia=Deaths i:  69  69   8          . p:     107     282 e: -62.1 r:  31.2   
Italy_Sicilia=Deaths i:  70  70   9   4/2/2020 p:     107     282 e: -62.1 r:  33.0   
Italy_Sicilia=Deaths i:  71  71  10          . p:     128     282 e: -54.6 r:  35.8   
Italy_Sicilia=Deaths i:  72  72  11   4/4/2020 p:     148     282 e: -47.5 r:  39.4   
Italy_Sicilia=Deaths i:  73  73  12          . p:     148     282 e: -47.5 r:  41.1   
Italy_Sicilia=Deaths i:  74  74  13   4/6/2020 p:     159     282 e: -43.6 r:  43.6   
Italy_Sicilia=Deaths i:  75  75  14          . p:     154     282 e: -45.4 r:  44.3   
Italy_Sicilia=Deaths i:  76  76  15   4/8/2020 p:     160     282 e: -43.3 r:  47.2   
Italy_Sicilia=Deaths i:  77  77  16          . p:     169     282 e: -40.1 r:  48.9   
Italy_Sicilia=Deaths i:  78  78  17  4/10/2020 p:     179     282 e: -36.5 r:  52.5   
Italy_Sicilia=Deaths i:  79  79  18          . p:     189     282 e: -33.0 r:  54.6   
Italy_Sicilia=Deaths i:  80  80  19  4/12/2020 p:     200     282 e: -29.1 r:  57.8   
Italy_Sicilia=Deaths i:  81  81  20          . p:     210     282 e: -25.5 r:  60.6   
Italy_Sicilia=Deaths i:  82  82  21  4/14/2020 p:     210     282 e: -25.5 r:  62.1   
Italy_Sicilia=Deaths i:  83  83  22          . p:     220     282 e: -22.0 r:  64.2   
Italy_Sicilia=Deaths i:  84  84  23  4/16/2020 p:     221     282 e: -21.6 r:  66.3   
Italy_Sicilia=Deaths i:  85  85  24          . p:     225     282 e: -20.2 r:  67.4   
Italy_Sicilia=Deaths i:  86  86  25  4/18/2020 p:     229     282 e: -18.8 r:  69.5   
Italy_Sicilia=Deaths i:  87  87  26          . p:     231     282 e: -18.1 r:  70.9   
Italy_Sicilia=Deaths i:  88  88  27  4/20/2020 p:     233     282 e: -17.4 r:  72.0   
Italy_Sicilia=Deaths i:  89  89  28          . p:     234     282 e: -17.0 r:  73.0   
Italy_Sicilia=Deaths i:  90  90  29  4/22/2020 p:     229     282 e: -18.8 r:  73.8   
Italy_Sicilia=Deaths i:  91  91  30          . p:     235     282 e: -16.7 r:  75.5   
Italy_Sicilia=Deaths i:  92   0  31  4/24/2020 p:     240     282 e: -14.9 r:  77.3 OK 1st
Italy_Sicilia=Deaths i:  93   1  32          . p:     272     282 e:  -3.5 r:  79.4 OK
Italy_Sicilia=Deaths i:  94   2  33  4/26/2020 p:     272     282 e:  -3.5 r:  80.9 OK
Italy_Sicilia=Deaths i:  95   3  34          . p:     251     282 e: -11.0 r:  81.9 OK
Italy_Sicilia=Deaths i:  96   4  35  4/28/2020 p:     254     282 e:  -9.9 r:  82.3 OK
Italy_Sicilia=Deaths i:  97   5  36          . p:     275     282 e:  -2.5 r:  82.3 OK
Italy_Sicilia=Deaths i:  98   6  37  4/30/2020 p:     272     282 e:  -3.5 r:  83.3 OK
Italy_Sicilia=Deaths i:  99   7  38          . p:     261     282 e:  -7.4 r:  84.0 OK
Italy_Sicilia=Deaths i: 100   8  39   5/2/2020 p:     261     282 e:  -7.4 r:  85.1 OK
Italy_Sicilia=Deaths i: 101   9  40          . p:     261     282 e:  -7.4 r:  85.8 OK
Italy_Sicilia=Deaths i: 102  10  41   5/4/2020 p:     261     282 e:  -7.4 r:  86.5 OK
Italy_Sicilia=Deaths i: 103  11  42          . p:     261     282 e:  -7.4 r:  87.6 OK
Italy_Sicilia=Deaths i: 104  12  43   5/6/2020 p:     272     282 e:  -3.5 r:  88.7 OK
Italy_Sicilia=Deaths i: 105  13  44          . p:     272     282 e:  -3.5 r:  89.0 OK
Italy_Sicilia=Deaths i: 106  14  45   5/8/2020 p:     272     282 e:  -3.5 r:  89.7 OK
Italy_Sicilia=Deaths i: 107  15  46          . p:     272     282 e:  -3.5 r:  90.8 OK
Italy_Sicilia=Deaths i: 108  16  47  5/10/2020 p:     272     282 e:  -3.5 r:  90.8 OK
Italy_Sicilia=Deaths i: 109  17  48          . p:     275     282 e:  -2.5 r:  91.1 OK
Italy_Sicilia=Deaths i: 110  18  49  5/12/2020 p:     272     282 e:  -3.5 r:  92.6 OK
Italy_Sicilia=Deaths i: 111  19  50          . p:     282     282 e:   0.0 r:  92.9 OK
Italy_Sicilia=Deaths i: 112  20  51  5/14/2020 p:     282     282 e:   0.0 r:  93.3 OK
Italy_Sicilia=Deaths i: 113  21  52          . p:     279     282 e:  -1.1 r:  93.3 OK
Italy_Sicilia=Deaths i: 114  22  53  5/16/2020 p:     280     282 e:  -0.7 r:  94.0 OK
Italy_Sicilia=Deaths i: 115  23  54          . p:     282     282 e:   0.0 r:  94.7 OK
Italy_Sicilia=Deaths i: 116  24  55  5/18/2020 p:     282     282 e:   0.0 r:  94.7 OK
Italy_Sicilia=Deaths i: 117  25  56          . p:     282     282 e:   0.0 r:  95.0 OK
Italy_Sicilia=Deaths i: 118  26  57  5/20/2020 p:     279     282 e:  -1.1 r:  95.0 OK
Italy_Sicilia=Deaths i: 119  27  58          . p:     282     282 e:   0.0 r:  95.0 OK
Italy_Sicilia=Deaths i: 120  28  59  5/22/2020 p:     279     282 e:  -1.1 r:  95.0 OK
Italy_Sicilia=Deaths i: 121  29  60          . p:     272     282 e:  -3.5 r:  95.4 OK
Italy_Sicilia=Deaths i: 122  30  61  5/24/2020 p:     281     282 e:  -0.4 r:  95.4 OK
Italy_Sicilia=Deaths i: 123  31  62          . p:     272     282 e:  -3.5 r:  95.7 OK
Italy_Sicilia=Deaths i: 124  32  63  5/26/2020 p:     272     282 e:  -3.5 r:  96.1 OK
Italy_Sicilia=Deaths i: 125  33  64          . p:     272     282 e:  -3.5 r:  96.5 OK
Italy_Sicilia=Deaths i: 126  34  65  5/28/2020 p:     272     282 e:  -3.5 r:  96.5 OK
Italy_Sicilia=Deaths i: 127  35  66          . p:     272     282 e:  -3.5 r:  96.5 OK
Italy_Sicilia=Deaths i: 128  36  67  5/30/2020 p:     272     282 e:  -3.5 r:  96.8 OK
Italy_Sicilia=Deaths i: 129  37  68          . p:     272     282 e:  -3.5 r:  97.2 OK
Italy_Sicilia=Deaths i: 130  38  69   6/1/2020 p:     272     282 e:  -3.5 r:  97.2 OK
Italy_Sicilia=Deaths i: 131  39  70          . p:     282     282 e:   0.0 r:  97.5 OK
Italy_Sicilia=Deaths i: 132  40  71   6/3/2020 p:     282     282 e:   0.0 r:  97.5 OK
Italy_Sicilia=Deaths i: 133  41  72          . p:     282     282 e:   0.0 r:  97.9 OK
Italy_Sicilia=Deaths i: 134  42  73   6/5/2020 p:     282     282 e:   0.0 r:  97.9 OK
Italy_Sicilia=Deaths i: 135  43  74          . p:     282     282 e:   0.0 r:  97.9 OK
Italy_Sicilia=Deaths i: 136  44  75   6/7/2020 p:     282     282 e:   0.0 r:  98.2 OK
Italy_Sicilia=Deaths i: 137  45  76          . p:     282     282 e:   0.0 r:  98.6 OK
Italy_Sicilia=Deaths i: 138  46  77   6/9/2020 p:     282     282 e:   0.0 r:  98.6 OK
